rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Novak Djokovic,Serbia,SRB,2434,1,2011-03-21,0,0,2629
2,Roger Federer,Switzerland,SUI,2429,1,2003-08-11,0,8,2550
3,Andy Murray,United Kingdom,GBR,2373,2,2009-04-19,0,-16,2500
4,Rafael Nadal,Spain,ESP,2373,1,2008-06-16,0,0,2552
5,Stan Wawrinka,Switzerland,SUI,2231,5,2014-02-17,0,-14,2291
6,Juan Martin Del Potro,Argentina,ARG,2229,3,2010-06-07,0,0,2331
7,Kei Nishikori,Japan,JPN,2210,4,2016-09-12,0,-10,2296
8,Milos Raonic,Canada,CAN,2191,5,2016-07-11,0,-16,2269
9,Dominic Thiem,Austria,AUT,2187,4,2020-02-03,0,-14,2250
10,Jo Wilfried Tsonga,France,FRA,2177,6,2009-03-02,0,-10,2244
11,Alexander Zverev,Germany,GER,2167,4,2021-08-22,1,20,2261
12,Marin Cilic,Croatia,CRO,2146,6,2014-09-08,1,6,2232
13,Nick Kyrgios,Australia,AUS,2137,10,2017-04-14,-2,-14,2176
14,David Goffin,Belgium,BEL,2136,8,2018-05-21,1,0,2165
15,Tomas Berdych,Czech Republic,CZE,2131,5,2007-07-09,-1,-7,2263
16,Gael Monfils,France,FRA,2108,7,2010-11-28,0,-10,2189
17,Roberto Bautista Agut,Spain,ESP,2101,9,2019-07-15,0,-2,2135
18,Jack Sock,United States,USA,2096,13,2017-03-20,0,0,2144
19,Grigor Dimitrov,Bulgaria,BUL,2092,6,2018-01-29,0,-1,2203
20,Richard Gasquet,France,FRA,2090,9,2007-10-08,0,12,2196
21,Pablo Carreno Busta,Spain,ESP,2071,10,2021-07-31,0,0,2121
22,Gilles Muller,Luxembourg,LUX,2070,18,2017-07-24,1,17,2098
23,Lucas Pouille,France,FRA,2059,20,2016-09-26,-1,-9,2069
24,Feliciano Lopez,Spain,ESP,2055,16,2014-10-12,9,63,2074
25,John Isner,United States,USA,2036,10,2012-04-13,-1,-6,2147
26,Kevin Anderson,South Africa,RSA,2023,6,2019-04-15,0,0,2181
27,Steve Johnson,United States,USA,2017,21,2017-04-17,-2,-16,2042
28,Fernando Verdasco,Spain,ESP,2015,7,2009-05-04,-1,-5,2204
29,Fabio Fognini,Italy,ITA,2008,14,2014-04-11,1,0,2112
30,Pablo Cuevas,Uruguay,URU,2000,26,2016-05-09,1,0,2004
31,David Ferrer,Spain,ESP,1999,4,2007-11-19,-3,-13,2348
32,Albert Ramos,Spain,ESP,1996,25,2017-05-01,-3,-14,2014
33,Philipp Kohlschreiber,Germany,GER,1996,14,2016-05-02,-1,1,2117
34,Sam Querrey,United States,USA,1987,18,2013-04-21,0,0,2068
35,Gilles Simon,France,FRA,1971,9,2009-01-11,0,-10,2124
36,Karen Khachanov,Russian Federation,RUS,1968,10,2019-02-08,9,32,2137
37,Diego Sebastian Schwartzman,Argentina,ARG,1958,11,2020-11-02,0,0,2097
38,Ivo Karlovic,Croatia,CRO,1957,17,2007-11-04,-2,-14,2061
39,Viktor Troicki,Serbia,SRB,1954,15,2011-04-03,-1,-4,2091
40,Jiri Vesely,Czech Republic,CZE,1952,38,2017-08-07,-1,0,1952
41,Donald Young,United States,USA,1952,34,2017-04-03,7,21,1976
