rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Roger Federer,Switzerland,SUI,2420,1,2003-08-11,0,0,2550
2,Lleyton Hewitt,Australia,AUS,2241,1,2001-10-15,1,0,2295
3,Andy Roddick,United States,USA,2214,1,2003-09-08,-1,-34,2274
4,Andre Agassi,United States,USA,2201,1,1995-03-24,0,0,2376
5,Marat Safin,Russian Federation,RUS,2150,2,2000-09-18,0,0,2218
6,Guillermo Coria,Argentina,ARG,2136,2,2004-06-07,0,0,2229
7,Carlos Moya,Spain,ESP,2130,3,2002-12-06,1,23,2190
8,David Nalbandian,Argentina,ARG,2112,3,2006-05-22,-1,0,2196
9,Tim Henman,United Kingdom,GBR,2096,4,2002-04-12,0,0,2165
10,Tommy Haas,Germany,GER,2076,2,2002-01-28,0,0,2189
11,Jiri Novak,Czech Republic,CZE,2075,6,2002-10-21,0,0,2112
12,Guillermo Canas,Argentina,ARG,2069,8,2002-08-05,0,0,2113
13,Nicolas Kiefer,Germany,GER,2047,5,2000-02-14,0,0,2135
14,Mikhail Youzhny,Russian Federation,RUS,2044,9,2007-06-11,0,0,2122
15,Sebastien Grosjean,France,FRA,2034,4,2003-01-27,0,0,2133
16,Gustavo Kuerten,Brazil,BRA,2031,1,2001-06-11,1,-1,2281
17,Nicolas Escude,France,FRA,2029,13,2002-03-04,1,0,2091
18,Thomas Johansson,Sweden,SWE,2028,7,2002-02-15,1,-1,2136
19,Gaston Gaudio,Argentina,ARG,2026,8,2005-07-11,1,0,2137
20,Fernando Gonzalez,Chile,CHI,2023,3,2006-10-23,1,0,2209
21,Juan Carlos Ferrero,Spain,ESP,2022,3,2003-06-09,1,0,2225
22,Tommy Robredo,Spain,ESP,2021,10,2006-05-22,-6,-13,2107
23,Nicolas Massu,Chile,CHI,2016,13,2003-10-20,0,0,2053
24,Feliciano Lopez,Spain,ESP,2014,16,2014-10-12,0,0,2074
25,Ivan Ljubicic,Croatia,CRO,2010,3,2006-03-31,0,0,2206
26,Greg Rusedski,United Kingdom,GBR,2001,3,1998-11-30,0,0,2178
27,Andrei Pavel,Romania,ROU,1989,11,2004-05-17,0,0,2061
28,Mardy Fish,United States,USA,1987,9,2011-08-21,1,5,2169
29,Joachim Johansson,Sweden,SWE,1986,10,2005-02-14,-1,0,2074
30,Robin Soderling,Sweden,SWE,1982,4,2011-04-03,0,0,2271
31,Radek Stepanek,Czech Republic,CZE,1979,10,2009-11-29,1,0,2136
32,Fabrice Santoro,France,FRA,1979,17,2001-08-06,-1,0,2052
33,Rafael Nadal,Spain,ESP,1975,1,2008-06-16,9,21,2552
