rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Roger Federer,Switzerland,SUI,2423,1,2003-08-11,0,0,2550
2,Novak Djokovic,Serbia,SRB,2420,1,2011-03-21,0,0,2629
3,Rafael Nadal,Spain,ESP,2357,1,2008-06-16,0,0,2552
4,Andy Murray,United Kingdom,GBR,2355,2,2009-04-19,0,0,2500
5,Juan Martin Del Potro,Argentina,ARG,2223,3,2010-06-07,0,0,2331
6,Stan Wawrinka,Switzerland,SUI,2209,5,2014-02-17,0,0,2291
7,Kei Nishikori,Japan,JPN,2187,4,2016-09-12,1,0,2296
8,Milos Raonic,Canada,CAN,2185,5,2016-07-11,1,0,2269
9,Alexander Zverev,Germany,GER,2184,4,2021-08-22,-2,-11,2261
10,Marin Cilic,Croatia,CRO,2179,6,2014-09-08,0,0,2232
11,Tomas Berdych,Czech Republic,CZE,2147,5,2007-07-09,0,0,2263
12,Dominic Thiem,Austria,AUT,2133,4,2020-02-03,0,-14,2250
13,Grigor Dimitrov,Bulgaria,BUL,2121,6,2018-01-29,0,0,2203
14,Roberto Bautista Agut,Spain,ESP,2118,9,2019-07-15,0,0,2135
15,David Goffin,Belgium,BEL,2118,8,2018-05-21,3,17,2165
16,Jo Wilfried Tsonga,France,FRA,2113,6,2009-03-02,-1,0,2244
17,Nick Kyrgios,Australia,AUS,2109,10,2017-04-14,-1,0,2176
18,Kevin Anderson,South Africa,RSA,2108,6,2019-04-15,-1,0,2181
19,Gael Monfils,France,FRA,2090,7,2010-11-28,0,0,2189
20,Sam Querrey,United States,USA,2065,18,2013-04-21,0,0,2068
21,Pablo Carreno Busta,Spain,ESP,2065,10,2021-07-31,0,0,2121
22,John Isner,United States,USA,2054,10,2012-04-13,0,0,2147
23,David Ferrer,Spain,ESP,2053,4,2007-11-19,0,0,2348
24,Gilles Muller,Luxembourg,LUX,2045,18,2017-07-24,0,0,2098
25,Richard Gasquet,France,FRA,2042,9,2007-10-08,0,0,2196
26,Philipp Kohlschreiber,Germany,GER,2037,14,2016-05-02,0,0,2117
27,Jack Sock,United States,USA,2035,13,2017-03-20,0,0,2144
28,Feliciano Lopez,Spain,ESP,2020,16,2014-10-12,0,0,2074
29,Fabio Fognini,Italy,ITA,2018,14,2014-04-11,0,0,2112
30,Alexandr Dolgopolov,Ukraine,UKR,1998,22,2014-04-14,1,17,2057
31,Lucas Pouille,France,FRA,1996,20,2016-09-26,-1,0,2069
32,Damir Dzumhur,Bosnia and Herzegovina,BIH,1982,32,2017-10-02,6,17,1994
33,Diego Sebastian Schwartzman,Argentina,ARG,1979,11,2020-11-02,-1,0,2097
34,Steve Johnson,United States,USA,1976,21,2017-04-17,-1,0,2042
35,Adrian Mannarino,France,FRA,1969,29,2018-01-15,-1,0,2004
36,Leonardo Mayer,Argentina,ARG,1957,28,2014-08-11,-1,-11,1999
37,Fernando Verdasco,Spain,ESP,1957,7,2009-05-04,2,0,2204
38,Albert Ramos,Spain,ESP,1955,25,2017-05-01,-2,-12,2014
39,Mischa Zverev,Germany,GER,1954,37,2017-01-30,-2,-13,1968
40,Marcos Baghdatis,Cyprus,CYP,1948,9,2007-08-20,6,18,2098
41,Pablo Cuevas,Uruguay,URU,1936,26,2016-05-09,2,0,2004
42,Donald Young,United States,USA,1932,34,2017-04-03,6,7,1976
43,Radek Stepanek,Czech Republic,CZE,1931,10,2009-11-29,1,0,2136
44,Nicolas Almagro,Spain,ESP,1930,9,2012-07-23,1,0,2160
45,Borna Coric,Croatia,CRO,1929,13,2019-01-07,-5,-11,2102
46,Karen Khachanov,Russian Federation,RUS,1928,10,2019-02-08,-5,-12,2137
47,Kyle Edmund,United Kingdom,GBR,1926,24,2018-08-06,0,0,2038
48,Andrey Rublev,Russian Federation,RUS,1925,5,2020-11-02,-6,-13,2227
49,Juan Monaco,Argentina,ARG,1924,12,2012-07-23,0,0,2125
50,Benoit Paire,France,FRA,1924,25,2016-01-11,0,0,2003
51,Ivo Karlovic,Croatia,CRO,1922,17,2007-11-04,0,0,2061
52,Jared Donaldson,United States,USA,1921,48,2017-10-16,1,1,1927
53,Hyeon Chung,"Korea, Republic of",KOR,1921,21,2018-04-02,-1,0,2049
