rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Gustavo Kuerten,Brazil,BRA,2255,1,2001-06-11,0,0,2281
2,Lleyton Hewitt,Australia,AUS,2246,1,2001-10-15,0,0,2295
3,Andre Agassi,United States,USA,2210,1,1995-03-24,0,0,2376
4,Patrick Rafter,Australia,AUS,2196,2,1997-11-17,0,0,2255
5,Pete Sampras,United States,USA,2194,1,1992-10-02,0,0,2407
6,Juan Carlos Ferrero,Spain,ESP,2129,3,2003-06-09,0,-9,2225
7,Alex Corretja,Spain,ESP,2116,3,2000-08-07,0,-10,2182
8,Tim Henman,United Kingdom,GBR,2104,4,2002-04-12,1,0,2165
9,Marat Safin,Russian Federation,RUS,2104,2,2000-09-18,-1,-11,2218
10,Roger Federer,Switzerland,SUI,2104,1,2003-08-11,0,0,2550
11,Tommy Haas,Germany,GER,2103,2,2002-01-28,0,0,2189
12,Yevgeny Kafelnikov,Russian Federation,RUS,2100,2,1999-02-01,0,0,2216
13,Thomas Johansson,Sweden,SWE,2086,7,2002-02-15,0,0,2136
14,Greg Rusedski,United Kingdom,GBR,2074,3,1998-11-30,1,0,2178
15,Mark Philippoussis,Australia,AUS,2073,4,2000-03-20,-1,-9,2171
16,Richard Krajicek,Netherlands,NED,2073,2,1999-03-26,0,-1,2214
17,Sebastien Grosjean,France,FRA,2069,4,2003-01-27,0,-4,2133
18,Andy Roddick,United States,USA,2057,1,2003-09-08,0,-15,2274
19,Todd Martin,United States,USA,2031,2,1999-01-18,0,0,2188
20,Thomas Enqvist,Sweden,SWE,2029,5,1998-05-04,0,0,2173
21,Marcelo Rios,Chile,CHI,2027,2,1998-03-27,12,37,2241
22,Fabrice Santoro,France,FRA,2025,17,2001-08-06,-1,0,2052
23,Goran Ivanisevic,Croatia,CRO,2025,3,1992-11-23,-1,0,2246
24,Nicolas Escude,France,FRA,2022,13,2002-03-04,-1,0,2091
25,Arnaud Clement,France,FRA,2022,10,2001-01-29,-1,0,2107
26,Nicolas Lapentti,Ecuador,ECU,2022,7,1999-11-08,-1,0,2108
27,Jiri Novak,Czech Republic,CZE,2014,6,2002-10-21,-1,0,2112
28,Albert Costa,Spain,ESP,2004,4,1998-06-08,-1,-6,2154
29,Jan Michael Gambill,United States,USA,2002,10,2001-03-30,0,0,2091
30,Nicolas Kiefer,Germany,GER,1998,5,2000-02-14,0,0,2135
31,Carlos Moya,Spain,ESP,1997,3,2002-12-06,-3,-12,2190
32,Younes El Aynaoui,Morocco,MAR,1995,13,2002-05-06,-1,0,2095
33,Tommy Robredo,Spain,ESP,1990,10,2006-05-22,-1,-2,2107
34,Guillermo Canas,Argentina,ARG,1988,8,2002-08-05,0,0,2113
35,Sjeng Schalken,Netherlands,NED,1984,9,2003-09-15,0,0,2085
36,Andrei Pavel,Romania,ROU,1981,11,2004-05-17,0,0,2061
37,Felix Mantilla,Spain,ESP,1979,6,1997-09-15,16,44,2133
38,Max Mirnyi,Belarus,BLR,1974,20,2001-10-22,-1,0,2041
39,Hicham Arazi,Morocco,MAR,1973,24,2002-01-07,-1,0,2025
40,Xavier Malisse,Belgium,BEL,1972,24,2002-03-11,-1,0,2035
41,Jerome Golmard,France,FRA,1971,19,2000-01-10,-1,0,2039
42,Magnus Norman,Sweden,SWE,1970,4,2000-05-15,-1,0,2172
43,Magnus Larsson,Sweden,SWE,1961,4,1995-03-24,1,6,2188
44,Ivan Ljubicic,Croatia,CRO,1959,3,2006-03-31,-2,0,2206
45,Bohdan Ulihrach,Czech Republic,CZE,1956,25,1996-09-09,-2,0,2016
46,Jonas Bjorkman,Sweden,SWE,1953,3,1997-12-05,-1,1,2174
47,Albert Portas,Spain,ESP,1949,30,2001-05-21,3,7,1993
48,Dominik Hrbaty,Slovakia,SVK,1947,15,2005-12-09,-2,0,2085
49,Karol Kucera,Slovakia,SVK,1946,7,1999-10-11,-2,0,2125
50,Wayne Ferreira,South Africa,RSA,1942,7,1995-05-22,1,0,2158
51,Franco Squillari,Argentina,ARG,1939,27,2000-07-28,-2,-6,2009
52,Michael Chang,United States,USA,1939,2,1997-03-17,-4,-6,2267
53,Gaston Gaudio,Argentina,ARG,1938,8,2005-07-11,-1,0,2137
54,Rainer Schuettler,Germany,GER,1938,8,2003-10-13,6,32,2123
55,Cedric Pioline,France,FRA,1918,9,2000-06-12,-1,0,2110
56,Mariano Zabaleta,Argentina,ARG,1917,22,2003-08-25,6,13,2027
57,Alberto Martin,Spain,ESP,1914,39,2001-05-28,-1,0,1963
58,Fernando Meligeni,Brazil,BRA,1911,24,1999-06-21,-1,0,2021
59,Magnus Gustafsson,Sweden,SWE,1911,6,1991-05-27,-1,0,2150
60,Jason Stoltenberg,Australia,AUS,1908,18,1994-08-15,-1,0,2068
61,Andrea Gaudenzi,Italy,ITA,1907,19,1995-05-29,-6,-11,2033
62,Guillermo Coria,Argentina,ARG,1906,2,2004-06-07,-1,0,2229
63,Kristian Pless,Denmark,DEN,1902,62,2001-10-08,0,0,1902
64,Galo Blanco,Spain,ESP,1894,51,2001-07-30,0,-5,1929
65,Julien Boutter,France,FRA,1891,32,2002-05-20,1,0,1982
66,Mikhail Youzhny,Russian Federation,RUS,1890,9,2007-06-11,1,0,2122
67,David Nalbandian,Argentina,ARG,1889,3,2006-05-22,30,50,2196
68,Wayne Arthurs,Australia,AUS,1885,45,2001-06-25,0,1,1948
69,Albert Montanes,Spain,ESP,1883,29,2010-07-19,-4,-8,2019
70,Agustin Calleri,Argentina,ARG,1881,19,2003-05-19,0,0,2043
71,Andrei Medvedev,Ukraine,UKR,1877,5,1994-05-23,0,0,2177
72,Andreas Vinciguerra,Sweden,SWE,1876,32,2001-02-26,-3,-6,1984
73,Fernando Vicente,Spain,ESP,1876,53,1999-08-02,-1,0,1932
74,Ramon Delgado,Paraguay,PAR,1875,61,1998-11-09,-1,0,1906
75,Mikael Tillstrom,Sweden,SWE,1873,33,1996-07-08,0,0,1985
76,Chris Woodruff,United States,USA,1872,26,2000-01-31,2,0,2010
77,Daniel Nestor,Canada,CAN,1872,61,1999-08-30,2,0,1907
78,Mariano Puerta,Argentina,ARG,1869,21,2000-07-28,-2,-4,2042
79,Nicolas Massu,Chile,CHI,1869,13,2003-10-20,2,5,2053
80,Adrian Voinea,Romania,ROU,1866,50,2002-05-20,0,0,1935
81,Andrew Ilie,Australia,AUS,1866,56,2000-06-12,19,32,1926
82,Juan Balcells,Spain,ESP,1864,55,2001-05-07,-5,-9,1915
83,Francisco Clavet,Spain,ESP,1864,24,1999-03-26,-9,-11,2035
84,Peter Wessels,Netherlands,NED,1863,67,2001-06-18,-1,0,1897
85,Byron Black,Zimbabwe,ZIM,1862,21,1996-01-08,-1,0,2008
86,Wayne Black,Zimbabwe,ZIM,1860,61,1999-03-15,-1,0,1905
87,Stefan Koubek,Austria,AUT,1857,38,2000-03-06,0,0,1970
88,Kenneth Carlsen,Denmark,DEN,1856,49,1995-05-29,1,3,1944
89,Sargis Sargsian,Armenia,ARM,1855,44,2004-01-12,-7,-9,1959
90,Harel Levy,Israel,ISR,1850,57,2000-08-21,-2,-5,1913
91,Michel Kratochvil,Switzerland,SUI,1847,52,2002-07-08,-1,-2,1933
92,Markus Hipfl,Austria,AUT,1846,72,2001-05-28,-6,-13,1883
93,Jan Siemerink,Netherlands,NED,1845,17,1996-10-28,-1,0,2064
94,David Prinosil,Germany,GER,1843,42,2000-11-20,-1,0,1963
95,Alejandro Hernandez,Mexico,MEX,1840,90,2002-01-07,0,0,1840
96,Raemon Sluiter,Netherlands,NED,1839,57,2003-02-24,0,0,1918
97,Todd Woodbridge,Australia,AUS,1835,21,1996-08-26,-6,-10,2039
98,Daniel Vacek,Czech Republic,CZE,1835,23,1995-11-13,-4,-7,1985
99,Diego Nargiso,Italy,ITA,1835,71,1992-04-06,0,0,1890
100,Leander Paes,India,IND,1833,54,1998-08-24,1,0,1927
101,Jan Vacek,Czech Republic,CZE,1826,90,2001-11-05,2,0,1845
102,Juan Ignacio Chela,Argentina,ARG,1826,15,2004-04-26,2,0,2049
103,Alex Calatrava,Spain,ESP,1826,65,2001-02-04,-5,-11,1894
