rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Andre Agassi,United States,USA,2255,1,1995-03-24,0,0,2376
2,Lleyton Hewitt,Australia,AUS,2241,1,2001-10-15,0,0,2295
3,Juan Carlos Ferrero,Spain,ESP,2222,3,2003-06-09,0,0,2225
4,Roger Federer,Switzerland,SUI,2184,1,2003-08-11,0,0,2550
5,Carlos Moya,Spain,ESP,2157,3,2002-12-06,0,0,2190
6,Pete Sampras,United States,USA,2131,1,1992-10-02,0,0,2407
7,Guillermo Coria,Argentina,ARG,2122,2,2004-06-07,0,0,2229
8,Andy Roddick,United States,USA,2100,1,2003-09-08,0,0,2274
9,Gustavo Kuerten,Brazil,BRA,2099,1,2001-06-11,0,0,2281
10,Marat Safin,Russian Federation,RUS,2089,2,2000-09-18,0,0,2218
11,Tommy Haas,Germany,GER,2087,2,2002-01-28,0,0,2189
12,Greg Rusedski,United Kingdom,GBR,2077,3,1998-11-30,0,0,2178
13,Sebastien Grosjean,France,FRA,2074,4,2003-01-27,0,0,2133
14,Felix Mantilla,Spain,ESP,2067,6,1997-09-15,0,0,2133
15,Gaston Gaudio,Argentina,ARG,2057,8,2005-07-11,0,0,2137
16,Tim Henman,United Kingdom,GBR,2051,4,2002-04-12,0,0,2165
17,Fernando Gonzalez,Chile,CHI,2051,3,2006-10-23,0,0,2209
18,Albert Costa,Spain,ESP,2050,4,1998-06-08,0,0,2154
19,Guillermo Canas,Argentina,ARG,2050,8,2002-08-05,0,0,2113
20,Mark Philippoussis,Australia,AUS,2041,4,2000-03-20,0,0,2171
21,Tommy Robredo,Spain,ESP,2039,10,2006-05-22,0,0,2107
22,Rainer Schuettler,Germany,GER,2029,8,2003-10-13,0,0,2123
23,Wayne Ferreira,South Africa,RSA,2027,7,1995-05-22,0,0,2158
24,Agustin Calleri,Argentina,ARG,2025,19,2003-05-19,0,0,2043
25,Sjeng Schalken,Netherlands,NED,2024,9,2003-09-15,0,0,2085
26,Jiri Novak,Czech Republic,CZE,2022,6,2002-10-21,0,0,2112
27,Nicolas Escude,France,FRA,2018,13,2002-03-04,0,0,2091
28,Arnaud Clement,France,FRA,2002,10,2001-01-29,0,0,2107
29,David Nalbandian,Argentina,ARG,2001,3,2006-05-22,0,0,2196
30,Yevgeny Kafelnikov,Russian Federation,RUS,1995,2,1999-02-01,0,0,2216
31,Thomas Johansson,Sweden,SWE,1995,7,2002-02-15,0,0,2136
