rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Roger Federer,Switzerland,SUI,2515,1,2003-08-11,0,-18,2550
2,Rafael Nadal,Spain,ESP,2287,1,2008-06-16,0,-10,2552
3,Andy Roddick,United States,USA,2201,1,2003-09-08,0,-2,2274
4,Fernando Gonzalez,Chile,CHI,2172,3,2006-10-23,0,-12,2209
5,Novak Djokovic,Serbia,SRB,2169,1,2011-03-21,4,50,2629
6,Ivan Ljubicic,Croatia,CRO,2148,3,2006-03-31,0,9,2206
7,Tommy Haas,Germany,GER,2141,2,2002-01-28,-2,-16,2189
8,Andre Agassi,United States,USA,2128,1,1995-03-24,-1,-1,2376
9,Andy Murray,United Kingdom,GBR,2128,2,2009-04-19,1,13,2500
10,Lleyton Hewitt,Australia,AUS,2120,1,2001-10-15,-2,0,2295
11,Guillermo Canas,Argentina,ARG,2099,8,2002-08-05,10,58,2113
12,James Blake,United States,USA,2098,4,2007-01-15,-1,-15,2164
13,David Nalbandian,Argentina,ARG,2096,3,2006-05-22,0,-9,2196
14,Mikhail Youzhny,Russian Federation,RUS,2092,9,2007-06-11,0,-12,2122
15,Nikolay Davydenko,Russian Federation,RUS,2092,5,2008-04-21,-3,-15,2291
16,Richard Gasquet,France,FRA,2083,9,2007-10-08,-1,-5,2196
17,Mario Ancic,Croatia,CRO,2082,6,2006-09-11,-1,0,2133
18,Tommy Robredo,Spain,ESP,2069,10,2006-05-22,0,8,2107
19,Tomas Berdych,Czech Republic,CZE,2067,5,2007-07-09,-2,-5,2263
20,David Ferrer,Spain,ESP,2052,4,2007-11-19,-1,3,2348
21,Robin Soderling,Sweden,SWE,2038,4,2011-04-03,1,0,2271
22,Juan Ignacio Chela,Argentina,ARG,2032,15,2004-04-26,4,13,2049
23,Marat Safin,Russian Federation,RUS,2032,2,2000-09-18,-3,-13,2218
24,Nicolas Kiefer,Germany,GER,2024,5,2000-02-14,0,-1,2135
25,Olivier Rochus,Belgium,BEL,2019,18,2006-05-08,2,4,2035
26,Marcos Baghdatis,Cyprus,CYP,2019,9,2007-08-20,-3,-13,2098
27,Tim Henman,United Kingdom,GBR,2011,4,2002-04-12,-2,-9,2165
28,Radek Stepanek,Czech Republic,CZE,2010,10,2009-11-29,1,3,2136
29,Carlos Moya,Spain,ESP,1999,3,2002-12-06,-1,-12,2190
30,Xavier Malisse,Belgium,BEL,1996,24,2002-03-11,0,0,2035
31,Stan Wawrinka,Switzerland,SUI,1993,5,2014-02-17,0,0,2291
32,Mardy Fish,United States,USA,1991,9,2011-08-21,0,0,2169
33,Jarkko Nieminen,Finland,FIN,1985,19,2006-03-17,4,16,2034
34,Sebastien Grosjean,France,FRA,1972,4,2003-01-27,1,0,2133
35,Dmitry Tursunov,Russian Federation,RUS,1969,20,2006-10-02,-2,-17,2042
36,Juan Carlos Ferrero,Spain,ESP,1966,3,2003-06-09,-2,-8,2225
37,Florian Mayer,Germany,GER,1961,22,2011-11-14,3,8,2044
38,Robby Ginepri,United States,USA,1960,15,2005-09-12,-2,-12,2057
39,Fabrice Santoro,France,FRA,1960,17,2001-08-06,2,12,2052
40,Agustin Calleri,Argentina,ARG,1955,19,2003-05-19,-2,0,2043
41,Thomas Johansson,Sweden,SWE,1949,7,2002-02-15,1,2,2136
42,Paul Henri Mathieu,France,FRA,1947,13,2007-08-12,11,34,2082
43,Joachim Johansson,Sweden,SWE,1943,10,2005-02-14,1,0,2074
44,Igor Andreev,Russian Federation,RUS,1942,17,2008-09-08,-5,-13,2062
45,Arnaud Clement,France,FRA,1939,10,2001-01-29,0,0,2107
46,Jurgen Melzer,Austria,AUT,1936,12,2011-01-31,-3,-11,2110
47,Guillermo Coria,Argentina,ARG,1934,2,2004-06-07,0,0,2229
48,Feliciano Lopez,Spain,ESP,1927,16,2014-10-12,14,32,2074
49,Mark Philippoussis,Australia,AUS,1927,4,2000-03-20,1,0,2171
50,Juan Martin Del Potro,Argentina,ARG,1927,3,2010-06-07,17,42,2331
51,Jiri Novak,Czech Republic,CZE,1922,6,2002-10-21,0,0,2112
52,Fernando Verdasco,Spain,ESP,1921,7,2009-05-04,-3,-10,2204
53,Dominik Hrbaty,Slovakia,SVK,1921,15,2005-12-09,-7,-14,2085
54,Nicolas Almagro,Spain,ESP,1919,9,2012-07-23,0,7,2160
55,Jose Acasuso,Argentina,ARG,1919,24,2006-08-14,-7,-15,2011
56,Nicolas Massu,Chile,CHI,1908,13,2003-10-20,-4,-11,2053
57,Vincent Spadea,United States,USA,1908,20,1999-09-20,3,8,2034
58,Gilles Simon,France,FRA,1907,9,2009-01-11,3,8,2124
59,Luis Horna,Peru,PER,1899,39,2004-10-25,0,-2,1958
60,Marc Gicquel,France,FRA,1898,44,2007-02-26,-5,-12,1938
61,Kristof Vliegen,Belgium,BEL,1896,37,2006-05-08,-5,-11,1961
62,Max Mirnyi,Belarus,BLR,1893,20,2001-10-22,-5,-13,2041
