rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Roger Federer,Switzerland,SUI,2435,1,2003-08-11,0,-17,2550
2,Rafael Nadal,Spain,ESP,2282,1,2008-06-16,0,-1,2552
3,Novak Djokovic,Serbia,SRB,2279,1,2011-03-21,0,32,2629
4,Andy Roddick,United States,USA,2211,1,2003-09-08,0,-13,2274
5,David Nalbandian,Argentina,ARG,2171,3,2006-05-22,0,-1,2196
6,David Ferrer,Spain,ESP,2150,4,2007-11-19,0,-11,2348
7,Andy Murray,United Kingdom,GBR,2143,2,2009-04-19,0,-2,2500
8,James Blake,United States,USA,2113,4,2007-01-15,1,15,2164
9,Nikolay Davydenko,Russian Federation,RUS,2100,5,2008-04-21,-1,-11,2291
10,Lleyton Hewitt,Australia,AUS,2095,1,2001-10-15,1,2,2295
11,Mario Ancic,Croatia,CRO,2084,6,2006-09-11,2,2,2133
12,Richard Gasquet,France,FRA,2083,9,2007-10-08,3,7,2196
13,Tomas Berdych,Czech Republic,CZE,2081,5,2007-07-09,-3,-12,2263
14,Mikhail Youzhny,Russian Federation,RUS,2081,9,2007-06-11,-2,-3,2122
15,Marcos Baghdatis,Cyprus,CYP,2070,9,2007-08-20,-1,-10,2098
16,Tommy Haas,Germany,GER,2070,2,2002-01-28,4,41,2189
17,Robin Soderling,Sweden,SWE,2070,4,2011-04-03,-1,-3,2271
18,Fernando Gonzalez,Chile,CHI,2055,3,2006-10-23,-1,-9,2209
19,Paul Henri Mathieu,France,FRA,2041,13,2007-08-12,-1,-8,2082
20,Juan Carlos Ferrero,Spain,ESP,2037,3,2003-06-09,3,13,2225
21,Jo Wilfried Tsonga,France,FRA,2030,6,2009-03-02,3,13,2244
22,Ivo Karlovic,Croatia,CRO,2030,17,2007-11-04,-3,-4,2061
23,Stan Wawrinka,Switzerland,SUI,2027,5,2014-02-17,9,33,2291
24,Ivan Ljubicic,Croatia,CRO,2027,3,2006-03-31,4,16,2206
25,Guillermo Canas,Argentina,ARG,2026,8,2002-08-05,1,12,2113
26,Radek Stepanek,Czech Republic,CZE,2026,10,2009-11-29,-5,-1,2136
27,Mardy Fish,United States,USA,2024,9,2011-08-21,21,81,2169
28,Nicolas Kiefer,Germany,GER,2011,5,2000-02-14,-6,-15,2135
29,Philipp Kohlschreiber,Germany,GER,2010,14,2016-05-02,0,4,2117
30,Juan Monaco,Argentina,ARG,2010,12,2012-07-23,-5,-4,2125
31,Carlos Moya,Spain,ESP,2006,3,2002-12-06,-1,1,2190
32,Nicolas Almagro,Spain,ESP,2001,9,2012-07-23,-5,-12,2160
33,Tommy Robredo,Spain,ESP,1995,10,2006-05-22,-2,-5,2107
34,Fabrice Santoro,France,FRA,1987,17,2001-08-06,1,0,2052
35,Fernando Verdasco,Spain,ESP,1982,7,2009-05-04,1,-3,2204
36,Jarkko Nieminen,Finland,FIN,1981,19,2006-03-17,-3,-11,2034
37,Feliciano Lopez,Spain,ESP,1974,16,2014-10-12,-3,-16,2074
38,Gilles Simon,France,FRA,1973,9,2009-01-11,-1,-3,2124
39,Dmitry Tursunov,Russian Federation,RUS,1968,20,2006-10-02,-1,-5,2042
40,Hyung Taik Lee,"Korea, Republic of",KOR,1964,38,2007-10-15,11,31,1964
41,Igor Andreev,Russian Federation,RUS,1960,17,2008-09-08,-2,-11,2062
42,Thomas Johansson,Sweden,SWE,1956,7,2002-02-15,-1,-4,2136
43,Juan Ignacio Chela,Argentina,ARG,1955,15,2004-04-26,1,4,2049
44,Michael Llodra,France,FRA,1954,31,2011-04-03,-4,-11,2012
45,Robby Ginepri,United States,USA,1950,15,2005-09-12,-2,-1,2057
46,Marat Safin,Russian Federation,RUS,1945,2,2000-09-18,-4,-13,2218
47,Xavier Malisse,Belgium,BEL,1944,24,2002-03-11,0,-1,2035
48,Sebastien Grosjean,France,FRA,1942,4,2003-01-27,-3,-7,2133
49,Joachim Johansson,Sweden,SWE,1933,10,2005-02-14,1,0,2074
50,Nicolas Mahut,France,FRA,1932,35,2016-10-10,8,22,1970
51,Jose Acasuso,Argentina,ARG,1931,24,2006-08-14,-5,-15,2011
52,Gael Monfils,France,FRA,1929,7,2010-11-28,-3,-6,2189
53,Tim Henman,United Kingdom,GBR,1928,4,2002-04-12,-1,0,2165
54,Juan Martin Del Potro,Argentina,ARG,1928,3,2010-06-07,-1,0,2331
55,Sam Querrey,United States,USA,1924,18,2013-04-21,0,4,2068
56,Stefan Koubek,Austria,AUT,1922,38,2000-03-06,-2,0,1970
57,Agustin Calleri,Argentina,ARG,1915,19,2003-05-19,-1,0,2043
58,Olivier Rochus,Belgium,BEL,1914,18,2006-05-08,1,7,2035
59,Janko Tipsarevic,Serbia,SRB,1901,9,2012-08-13,-2,-14,2158
