rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Roger Federer,Switzerland,SUI,2387,1,2003-08-11,0,0,2550
2,Lleyton Hewitt,Australia,AUS,2247,1,2001-10-15,0,0,2295
3,Andy Roddick,United States,USA,2246,1,2003-09-08,0,0,2274
4,Andre Agassi,United States,USA,2205,1,1995-03-24,0,0,2376
5,Guillermo Coria,Argentina,ARG,2170,2,2004-06-07,0,0,2229
6,Tim Henman,United Kingdom,GBR,2130,4,2002-04-12,0,0,2165
7,Carlos Moya,Spain,ESP,2126,3,2002-12-06,0,0,2190
8,David Nalbandian,Argentina,ARG,2103,3,2006-05-22,0,0,2196
9,Tommy Haas,Germany,GER,2078,2,2002-01-28,0,0,2189
10,Gaston Gaudio,Argentina,ARG,2066,8,2005-07-11,0,0,2137
11,Fernando Gonzalez,Chile,CHI,2057,3,2006-10-23,0,0,2209
12,Tommy Robredo,Spain,ESP,2049,10,2006-05-22,0,0,2107
13,Nicolas Kiefer,Germany,GER,2048,5,2000-02-14,0,0,2135
14,Marat Safin,Russian Federation,RUS,2043,2,2000-09-18,0,0,2218
15,Guillermo Canas,Argentina,ARG,2040,8,2002-08-05,0,0,2113
16,Sebastien Grosjean,France,FRA,2035,4,2003-01-27,0,0,2133
17,Nicolas Massu,Chile,CHI,2034,13,2003-10-20,0,0,2053
18,Juan Carlos Ferrero,Spain,ESP,2033,3,2003-06-09,0,0,2225
19,Gustavo Kuerten,Brazil,BRA,2032,1,2001-06-11,0,0,2281
20,Nicolas Escude,France,FRA,2030,13,2002-03-04,0,0,2091
21,Juan Ignacio Chela,Argentina,ARG,2011,15,2004-04-26,0,0,2049
22,Thomas Johansson,Sweden,SWE,2009,7,2002-02-15,0,0,2136
23,Jiri Novak,Czech Republic,CZE,2008,6,2002-10-21,0,0,2112
24,Mikhail Youzhny,Russian Federation,RUS,1996,9,2007-06-11,0,0,2122
25,Andrei Pavel,Romania,ROU,1995,11,2004-05-17,0,0,2061
26,Paradorn Srichaphan,Thailand,THA,1994,9,2003-01-06,0,0,2103
27,Fabrice Santoro,France,FRA,1989,17,2001-08-06,0,0,2052
28,Dominik Hrbaty,Slovakia,SVK,1985,15,2005-12-09,0,0,2085
29,Mardy Fish,United States,USA,1985,9,2011-08-21,0,0,2169
30,Rafael Nadal,Spain,ESP,1982,1,2008-06-16,0,0,2552
31,Joachim Johansson,Sweden,SWE,1981,10,2005-02-14,0,0,2074
32,Greg Rusedski,United Kingdom,GBR,1976,3,1998-11-30,0,0,2178
33,Ivan Ljubicic,Croatia,CRO,1972,3,2006-03-31,0,0,2206
34,Taylor Dent,United States,USA,1969,16,2003-10-27,0,0,2040
35,Feliciano Lopez,Spain,ESP,1966,16,2014-10-12,0,0,2074
36,Mario Ancic,Croatia,CRO,1966,6,2006-09-11,0,0,2133
37,Martin Verkerk,Netherlands,NED,1964,34,2004-10-04,0,0,1980
38,Rainer Schuettler,Germany,GER,1961,8,2003-10-13,0,0,2123
39,Younes El Aynaoui,Morocco,MAR,1957,13,2002-05-06,1,0,2095
40,Agustin Calleri,Argentina,ARG,1956,19,2003-05-19,1,0,2043
41,Mariano Zabaleta,Argentina,ARG,1954,22,2003-08-25,1,0,2027
42,Vincent Spadea,United States,USA,1953,20,1999-09-20,1,0,2034
43,Jarkko Nieminen,Finland,FIN,1946,19,2006-03-17,-4,-13,2034
44,Mark Philippoussis,Australia,AUS,1945,4,2000-03-20,0,0,2171
45,Sjeng Schalken,Netherlands,NED,1939,9,2003-09-15,0,0,2085
46,Hicham Arazi,Morocco,MAR,1938,24,2002-01-07,0,0,2025
