rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Novak Djokovic,Serbia,SRB,2475,1,2011-03-21,0,20,2629
2,Roger Federer,Switzerland,SUI,2436,1,2003-08-11,0,-17,2550
3,Rafael Nadal,Spain,ESP,2396,1,2008-06-16,0,5,2552
4,Andy Murray,United Kingdom,GBR,2350,2,2009-04-19,0,7,2500
5,David Ferrer,Spain,ESP,2270,4,2007-11-19,0,10,2348
6,Juan Martin Del Potro,Argentina,ARG,2243,3,2010-06-07,0,-1,2331
7,Robin Soderling,Sweden,SWE,2239,4,2011-04-03,0,-1,2271
8,Jo Wilfried Tsonga,France,FRA,2223,6,2009-03-02,0,5,2244
9,Tomas Berdych,Czech Republic,CZE,2184,5,2007-07-09,0,-14,2263
10,Gael Monfils,France,FRA,2124,7,2010-11-28,0,-11,2189
11,David Nalbandian,Argentina,ARG,2122,3,2006-05-22,1,-8,2196
12,John Isner,United States,USA,2122,10,2012-04-13,-1,-8,2147
13,Andy Roddick,United States,USA,2105,1,2003-09-08,1,11,2274
14,Nicolas Almagro,Spain,ESP,2102,9,2012-07-23,-1,1,2160
15,Janko Tipsarevic,Serbia,SRB,2098,9,2012-08-13,0,19,2158
16,Mardy Fish,United States,USA,2088,9,2011-08-21,0,11,2169
17,Richard Gasquet,France,FRA,2071,9,2007-10-08,1,7,2196
18,Juan Monaco,Argentina,ARG,2067,12,2012-07-23,7,42,2125
19,Marin Cilic,Croatia,CRO,2065,6,2014-09-08,-2,-2,2232
20,Stan Wawrinka,Switzerland,SUI,2050,5,2014-02-17,-1,0,2291
21,Fernando Verdasco,Spain,ESP,2044,7,2009-05-04,-1,-6,2204
22,Mikhail Youzhny,Russian Federation,RUS,2044,9,2007-06-11,-1,0,2122
23,Milos Raonic,Canada,CAN,2040,5,2016-07-11,0,3,2269
24,Gilles Simon,France,FRA,2030,9,2009-01-11,3,9,2124
25,Kevin Anderson,South Africa,RSA,2029,6,2019-04-15,-1,-2,2181
26,Kei Nishikori,Japan,JPN,2027,4,2016-09-12,2,8,2296
27,Feliciano Lopez,Spain,ESP,2027,16,2014-10-12,-5,-13,2074
28,Lleyton Hewitt,Australia,AUS,2025,1,2001-10-15,-2,0,2295
29,Philipp Kohlschreiber,Germany,GER,2011,14,2016-05-02,0,1,2117
30,Radek Stepanek,Czech Republic,CZE,2008,10,2009-11-29,0,6,2136
31,Marcos Baghdatis,Cyprus,CYP,2005,9,2007-08-20,0,4,2098
32,Florian Mayer,Germany,GER,1998,22,2011-11-14,6,17,2044
33,Juan Carlos Ferrero,Spain,ESP,1992,3,2003-06-09,-1,0,2225
34,Alexandr Dolgopolov,Ukraine,UKR,1988,22,2014-04-14,-1,-4,2057
35,Nikolay Davydenko,Russian Federation,RUS,1986,5,2008-04-21,1,2,2291
36,Jurgen Melzer,Austria,AUT,1983,12,2011-01-31,-1,-2,2110
37,Viktor Troicki,Serbia,SRB,1978,15,2011-04-03,3,6,2091
38,Ivan Ljubicic,Croatia,CRO,1974,3,2006-03-31,1,0,2206
39,Fernando Gonzalez,Chile,CHI,1974,3,2006-10-23,-5,-12,2209
40,Bernard Tomic,Australia,AUS,1972,21,2015-03-23,1,3,2037
41,Ivo Karlovic,Croatia,CRO,1967,17,2007-11-04,3,5,2061
42,Michael Llodra,France,FRA,1965,31,2011-04-03,-5,-16,2012
43,Julien Benneteau,France,FRA,1962,25,2013-02-18,2,5,2027
44,Santiago Giraldo,Colombia,COL,1960,32,2014-05-11,2,6,1970
45,Jarkko Nieminen,Finland,FIN,1949,19,2006-03-17,-2,-14,2034
46,Marcel Granollers,Spain,ESP,1949,29,2013-11-04,-4,-15,2004
47,Tommy Robredo,Spain,ESP,1945,10,2006-05-22,1,-1,2107
48,Denis Istomin,Uzbekistan,UZB,1939,31,2014-07-14,-1,-13,1987
49,Sam Querrey,United States,USA,1932,18,2013-04-21,1,2,2068
50,James Blake,United States,USA,1930,4,2007-01-15,-1,-9,2164
51,Nicolas Mahut,France,FRA,1912,35,2016-10-10,3,10,1970
52,Tommy Haas,Germany,GER,1905,2,2002-01-28,1,-1,2189
53,Albert Ramos,Spain,ESP,1903,25,2017-05-01,13,19,2014
