rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Novak Djokovic,Serbia,SRB,2603,1,2011-03-21,0,0,2629
2,Roger Federer,Switzerland,SUI,2450,1,2003-08-11,0,0,2550
3,Andy Murray,United Kingdom,GBR,2378,2,2009-04-19,0,4,2500
4,Rafael Nadal,Spain,ESP,2325,1,2008-06-16,0,0,2552
5,Stan Wawrinka,Switzerland,SUI,2276,5,2014-02-17,0,0,2291
6,Kei Nishikori,Japan,JPN,2240,4,2016-09-12,0,0,2296
7,David Ferrer,Spain,ESP,2215,4,2007-11-19,0,0,2348
8,Juan Martin Del Potro,Argentina,ARG,2210,3,2010-06-07,0,-1,2331
9,Tomas Berdych,Czech Republic,CZE,2202,5,2007-07-09,0,0,2263
10,Richard Gasquet,France,FRA,2185,9,2007-10-08,0,0,2196
11,Jo Wilfried Tsonga,France,FRA,2172,6,2009-03-02,0,0,2244
12,Milos Raonic,Canada,CAN,2151,5,2016-07-11,0,0,2269
13,Marin Cilic,Croatia,CRO,2150,6,2014-09-08,0,0,2232
14,Kevin Anderson,South Africa,RSA,2120,6,2019-04-15,0,0,2181
15,John Isner,United States,USA,2104,10,2012-04-13,0,0,2147
16,Gael Monfils,France,FRA,2082,7,2010-11-28,0,0,2189
17,Grigor Dimitrov,Bulgaria,BUL,2078,6,2018-01-29,0,0,2203
18,Gilles Simon,France,FRA,2075,9,2009-01-11,0,0,2124
19,Roberto Bautista Agut,Spain,ESP,2061,9,2019-07-15,0,0,2135
20,Jack Sock,United States,USA,2055,13,2017-03-20,0,0,2144
21,David Goffin,Belgium,BEL,2052,8,2018-05-21,0,-1,2165
22,Philipp Kohlschreiber,Germany,GER,2041,14,2016-05-02,0,0,2117
23,Feliciano Lopez,Spain,ESP,2025,16,2014-10-12,0,0,2074
24,Bernard Tomic,Australia,AUS,2008,21,2015-03-23,0,0,2037
25,Fabio Fognini,Italy,ITA,2003,14,2014-04-11,0,0,2112
26,Ivo Karlovic,Croatia,CRO,2002,17,2007-11-04,0,0,2061
27,Steve Johnson,United States,USA,2001,21,2017-04-17,0,0,2042
28,Nick Kyrgios,Australia,AUS,2000,10,2017-04-14,0,-1,2176
29,Benoit Paire,France,FRA,1998,25,2016-01-11,0,0,2003
30,Tommy Robredo,Spain,ESP,1989,10,2006-05-22,0,0,2107
31,Jeremy Chardy,France,FRA,1988,23,2015-09-14,0,0,2016
32,Gilles Muller,Luxembourg,LUX,1974,18,2017-07-24,0,0,2098
33,Nicolas Almagro,Spain,ESP,1973,9,2012-07-23,0,0,2160
34,Dominic Thiem,Austria,AUT,1970,4,2020-02-03,0,0,2250
35,Andreas Seppi,Italy,ITA,1970,21,2015-08-03,0,0,2030
36,Joao Sousa,Portugal,POR,1965,32,2016-02-01,0,0,1974
37,Vasek Pospisil,Canada,CAN,1960,30,2021-02-08,0,0,1987
38,Mardy Fish,United States,USA,1959,9,2011-08-21,0,0,2169
39,Leonardo Mayer,Argentina,ARG,1959,28,2014-08-11,0,0,1999
40,Marcos Baghdatis,Cyprus,CYP,1957,9,2007-08-20,0,0,2098
41,Viktor Troicki,Serbia,SRB,1955,15,2011-04-03,0,0,2091
42,Fernando Verdasco,Spain,ESP,1948,7,2009-05-04,1,0,2204
43,Tommy Haas,Germany,GER,1947,2,2002-01-28,-1,-1,2189
44,Juan Monaco,Argentina,ARG,1943,12,2012-07-23,0,-1,2125
