rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Novak Djokovic,Serbia,SRB,2534,1,2011-03-21,0,0,2629
2,Rafael Nadal,Spain,ESP,2414,1,2008-06-16,0,0,2552
3,Roger Federer,Switzerland,SUI,2393,1,2003-08-11,0,-15,2550
4,Andy Murray,United Kingdom,GBR,2306,2,2009-04-19,0,0,2500
5,Kei Nishikori,Japan,JPN,2257,4,2016-09-12,0,0,2296
6,Juan Martin Del Potro,Argentina,ARG,2254,3,2010-06-07,0,-2,2331
7,Marin Cilic,Croatia,CRO,2197,6,2014-09-08,0,0,2232
8,Stan Wawrinka,Switzerland,SUI,2195,5,2014-02-17,0,11,2291
9,Milos Raonic,Canada,CAN,2173,5,2016-07-11,1,0,2269
10,Tomas Berdych,Czech Republic,CZE,2169,5,2007-07-09,1,0,2263
11,David Ferrer,Spain,ESP,2169,4,2007-11-19,1,0,2348
12,Grigor Dimitrov,Bulgaria,BUL,2167,6,2018-01-29,1,0,2203
13,Jo Wilfried Tsonga,France,FRA,2165,6,2009-03-02,-4,-11,2244
14,Gael Monfils,France,FRA,2151,7,2010-11-28,0,19,2189
15,Tommy Robredo,Spain,ESP,2081,10,2006-05-22,0,0,2107
16,Richard Gasquet,France,FRA,2073,9,2007-10-08,0,-3,2196
17,Roberto Bautista Agut,Spain,ESP,2068,9,2019-07-15,0,0,2135
18,John Isner,United States,USA,2053,10,2012-04-13,0,0,2147
19,Feliciano Lopez,Spain,ESP,2052,16,2014-10-12,0,0,2074
20,Ernests Gulbis,Latvia,LAT,2051,10,2014-06-09,0,0,2167
21,Kevin Anderson,South Africa,RSA,2050,6,2019-04-15,0,0,2181
22,Nicolas Almagro,Spain,ESP,2046,9,2012-07-23,0,-1,2160
23,Tommy Haas,Germany,GER,2042,2,2002-01-28,0,0,2189
24,Gilles Simon,France,FRA,2033,9,2009-01-11,0,0,2124
25,Philipp Kohlschreiber,Germany,GER,2017,14,2016-05-02,0,0,2117
26,Florian Mayer,Germany,GER,1996,22,2011-11-14,0,-1,2044
27,Sam Querrey,United States,USA,1994,18,2013-04-21,0,0,2068
28,David Goffin,Belgium,BEL,1992,8,2018-05-21,0,0,2165
29,Fernando Verdasco,Spain,ESP,1984,7,2009-05-04,0,0,2204
