rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Roger Federer,Switzerland,SUI,2261,1,2003-08-11,0,0,2550
2,Andre Agassi,United States,USA,2233,1,1995-03-24,0,0,2376
3,Andy Roddick,United States,USA,2223,1,2003-09-08,0,0,2274
4,Lleyton Hewitt,Australia,AUS,2209,1,2001-10-15,0,11,2295
5,Guillermo Coria,Argentina,ARG,2165,2,2004-06-07,1,0,2229
6,Juan Carlos Ferrero,Spain,ESP,2151,3,2003-06-09,-1,-26,2225
7,Tim Henman,United Kingdom,GBR,2129,4,2002-04-12,0,0,2165
8,David Nalbandian,Argentina,ARG,2129,3,2006-05-22,0,0,2196
9,Carlos Moya,Spain,ESP,2126,3,2002-12-06,0,10,2190
10,Rainer Schuettler,Germany,GER,2115,8,2003-10-13,0,0,2123
11,Mark Philippoussis,Australia,AUS,2069,4,2000-03-20,0,6,2171
12,Gustavo Kuerten,Brazil,BRA,2051,1,2001-06-11,0,0,2281
13,Nicolas Massu,Chile,CHI,2041,13,2003-10-20,0,0,2053
14,Jiri Novak,Czech Republic,CZE,2041,6,2002-10-21,0,0,2112
15,Sebastien Grosjean,France,FRA,2035,4,2003-01-27,0,0,2133
16,Taylor Dent,United States,USA,2032,16,2003-10-27,0,0,2040
17,Guillermo Canas,Argentina,ARG,2031,8,2002-08-05,0,0,2113
18,Sjeng Schalken,Netherlands,NED,2025,9,2003-09-15,0,0,2085
19,Marat Safin,Russian Federation,RUS,2023,2,2000-09-18,0,0,2218
20,Paradorn Srichaphan,Thailand,THA,2022,9,2003-01-06,0,0,2103
21,Younes El Aynaoui,Morocco,MAR,2018,13,2002-05-06,0,0,2095
22,Todd Martin,United States,USA,2016,2,1999-01-18,0,0,2188
23,Nicolas Escude,France,FRA,2013,13,2002-03-04,0,-1,2091
24,Arnaud Clement,France,FRA,2008,10,2001-01-29,0,0,2107
25,Jonas Bjorkman,Sweden,SWE,2007,3,1997-12-05,0,0,2174
26,Greg Rusedski,United Kingdom,GBR,2006,3,1998-11-30,0,0,2178
27,Feliciano Lopez,Spain,ESP,2005,16,2014-10-12,0,0,2074
28,Max Mirnyi,Belarus,BLR,2001,20,2001-10-22,0,0,2041
29,Mardy Fish,United States,USA,1998,9,2011-08-21,0,0,2169
30,Albert Costa,Spain,ESP,1992,4,1998-06-08,0,0,2154
31,Gaston Gaudio,Argentina,ARG,1991,8,2005-07-11,0,0,2137
32,James Blake,United States,USA,1989,4,2007-01-15,0,0,2164
33,Tommy Robredo,Spain,ESP,1987,10,2006-05-22,0,0,2107
34,Andrei Pavel,Romania,ROU,1981,11,2004-05-17,0,0,2061
35,Xavier Malisse,Belgium,BEL,1980,24,2002-03-11,0,0,2035
36,Fernando Gonzalez,Chile,CHI,1979,3,2006-10-23,0,0,2209
37,Ivan Ljubicic,Croatia,CRO,1975,3,2006-03-31,0,0,2206
38,Wayne Ferreira,South Africa,RSA,1974,7,1995-05-22,0,0,2158
39,Agustin Calleri,Argentina,ARG,1973,19,2003-05-19,0,0,2043
40,Juan Ignacio Chela,Argentina,ARG,1971,15,2004-04-26,0,0,2049
41,Richard Krajicek,Netherlands,NED,1966,2,1999-03-26,0,0,2214
42,Mariano Zabaleta,Argentina,ARG,1964,22,2003-08-25,0,0,2027
43,Robby Ginepri,United States,USA,1963,15,2005-09-12,0,0,2057
44,Mikhail Youzhny,Russian Federation,RUS,1956,9,2007-06-11,0,0,2122
45,Karol Kucera,Slovakia,SVK,1956,7,1999-10-11,0,0,2125
46,Marcelo Rios,Chile,CHI,1954,2,1998-03-27,0,0,2241
47,Felix Mantilla,Spain,ESP,1951,6,1997-09-15,0,0,2133
48,Jarkko Nieminen,Finland,FIN,1950,19,2006-03-17,0,0,2034
49,Sargis Sargsian,Armenia,ARM,1948,44,2004-01-12,0,0,1959
50,Yevgeny Kafelnikov,Russian Federation,RUS,1943,2,1999-02-01,0,0,2216
51,Hicham Arazi,Morocco,MAR,1942,24,2002-01-07,0,0,2025
52,Nicolas Kiefer,Germany,GER,1930,5,2000-02-14,0,0,2135
53,Vincent Spadea,United States,USA,1929,20,1999-09-20,0,0,2034
54,Radek Stepanek,Czech Republic,CZE,1927,10,2009-11-29,0,0,2136
55,Nicolas Lapentti,Ecuador,ECU,1926,7,1999-11-08,0,0,2108
56,Flavio Saretta,Brazil,BRA,1920,52,2003-09-08,0,0,1950
57,Alex Corretja,Spain,ESP,1917,3,2000-08-07,0,0,2182
58,Thomas Enqvist,Sweden,SWE,1913,5,1998-05-04,0,0,2173
59,Fabrice Santoro,France,FRA,1913,17,2001-08-06,0,0,2052
60,Goran Ivanisevic,Croatia,CRO,1909,3,1992-11-23,0,-1,2246
