rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Rafael Nadal,Spain,ESP,2408,1,2008-06-16,0,0,2552
2,Novak Djokovic,Serbia,SRB,2401,1,2011-03-21,0,0,2629
3,Roger Federer,Switzerland,SUI,2357,1,2003-08-11,0,0,2550
4,Juan Martin Del Potro,Argentina,ARG,2264,3,2010-06-07,0,0,2331
5,Andy Murray,United Kingdom,GBR,2255,2,2009-04-19,0,0,2500
6,Alexander Zverev,Germany,GER,2211,5,2017-08-14,0,0,2231
7,Kei Nishikori,Japan,JPN,2185,4,2016-09-12,0,0,2296
8,Kevin Anderson,South Africa,RSA,2170,6,2019-04-15,0,0,2181
9,Marin Cilic,Croatia,CRO,2162,6,2014-09-08,0,15,2232
10,Dominic Thiem,Austria,AUT,2141,4,2020-02-03,0,0,2250
11,Karen Khachanov,Russian Federation,RUS,2137,10,2019-02-08,0,0,2137
12,David Goffin,Belgium,BEL,2129,8,2018-05-21,0,0,2165
13,Milos Raonic,Canada,CAN,2104,5,2016-07-11,0,0,2269
14,Borna Coric,Croatia,CRO,2101,13,2019-01-07,0,6,2102
15,Nick Kyrgios,Australia,AUS,2095,10,2017-04-14,0,0,2176
16,Stan Wawrinka,Switzerland,SUI,2089,5,2014-02-17,0,0,2291
17,Grigor Dimitrov,Bulgaria,BUL,2082,6,2018-01-29,0,0,2203
18,Daniil Medvedev,Russian Federation,RUS,2060,4,2019-10-14,1,0,2289
19,Tomas Berdych,Czech Republic,CZE,2056,5,2007-07-09,1,0,2263
20,Jo Wilfried Tsonga,France,FRA,2055,6,2009-03-02,-2,-9,2244
21,John Isner,United States,USA,2055,10,2012-04-13,0,0,2147
22,Fabio Fognini,Italy,ITA,2048,14,2014-04-11,0,0,2112
23,Roberto Bautista Agut,Spain,ESP,2039,9,2019-07-15,0,0,2135
24,Stefanos Tsitsipas,Greece,GRE,2037,5,2021-04-26,0,0,2220
25,Kyle Edmund,United Kingdom,GBR,2036,24,2018-08-06,0,0,2038
26,Gael Monfils,France,FRA,2033,7,2010-11-28,0,0,2189
27,Richard Gasquet,France,FRA,2028,9,2007-10-08,0,0,2196
28,Fernando Verdasco,Spain,ESP,2000,7,2009-05-04,0,0,2204
29,Diego Sebastian Schwartzman,Argentina,ARG,1999,11,2020-11-02,0,0,2097
30,Philipp Kohlschreiber,Germany,GER,1993,14,2016-05-02,0,0,2117
31,Martin Klizan,Slovakia,SVK,1985,26,2018-10-01,0,-1,1998
32,Sam Querrey,United States,USA,1983,18,2013-04-21,0,0,2068
33,Hyeon Chung,"Korea, Republic of",KOR,1982,21,2018-04-02,0,-1,2049
34,Nikoloz Basilashvili,Georgia,GEO,1980,30,2019-01-07,0,0,1990
35,Alexandr Dolgopolov,Ukraine,UKR,1973,22,2014-04-14,0,0,2057
36,Gilles Simon,France,FRA,1972,9,2009-01-11,0,0,2124
37,Pablo Carreno Busta,Spain,ESP,1970,11,2021-04-26,0,0,2085
38,Denis Shapovalov,Canada,CAN,1969,16,2019-11-26,0,0,2075
39,Lucas Pouille,France,FRA,1953,20,2016-09-26,0,-6,2069
40,Jan Lennard Struff,Germany,GER,1946,24,2020-09-14,0,0,2037
41,Feliciano Lopez,Spain,ESP,1944,16,2014-10-12,0,0,2074
42,Steve Johnson,United States,USA,1937,21,2017-04-17,0,0,2042
43,Ernests Gulbis,Latvia,LAT,1936,10,2014-06-09,0,0,2167
44,Dusan Lajovic,Serbia,SRB,1935,35,2019-04-22,0,0,1962
45,Benoit Paire,France,FRA,1930,25,2016-01-11,0,0,2003
46,John Millman,Australia,AUS,1928,38,2018-09-10,0,0,1954
47,Marton Fucsovics,Hungary,HUN,1918,21,2021-04-04,1,0,2016
48,Alex De Minaur,Australia,AUS,1918,18,2021-01-12,1,0,2061
49,Jeremy Chardy,France,FRA,1918,23,2015-09-14,-2,-7,2016
50,Mikhail Kukushkin,Kazakhstan,KAZ,1917,41,2019-02-25,0,0,1943
51,Yoshihito Nishioka,Japan,JPN,1916,33,2020-02-24,0,-1,1977
52,Julien Benneteau,France,FRA,1916,25,2013-02-18,0,0,2027
53,Pablo Cuevas,Uruguay,URU,1915,26,2016-05-09,0,0,2004
54,Adrian Mannarino,France,FRA,1915,29,2018-01-15,0,0,2004
55,Frances Tiafoe,United States,USA,1907,36,2019-05-13,0,0,1962
56,Taylor Harry Fritz,United States,USA,1905,29,2019-08-05,0,0,1999
57,Andreas Seppi,Italy,ITA,1904,21,2015-08-03,0,0,2030
58,Guido Pella,Argentina,ARG,1901,29,2019-08-12,0,0,2009
59,Pierre Hugues Herbert,France,FRA,1899,32,2019-06-24,0,0,1989
60,Damir Dzumhur,Bosnia and Herzegovina,BIH,1896,32,2017-10-02,0,0,1994
61,Bernard Tomic,Australia,AUS,1893,21,2015-03-23,0,-1,2037
62,David Ferrer,Spain,ESP,1893,4,2007-11-19,0,0,2348
63,Leonardo Mayer,Argentina,ARG,1890,28,2014-08-11,0,0,1999
64,Marco Cecchinato,Italy,ITA,1890,39,2018-07-23,0,0,1953
65,Peter Gojowczyk,Germany,GER,1890,44,2018-02-26,0,0,1935
66,Jack Sock,United States,USA,1889,13,2017-03-20,0,0,2144
67,Joao Sousa,Portugal,POR,1887,32,2016-02-01,0,0,1974
68,Nicolas Jarry,Chile,CHI,1886,45,2019-07-22,0,0,1939
69,Ryan Harrison,United States,USA,1884,38,2017-02-27,0,0,1953
70,Simone Bolelli,Italy,ITA,1881,39,2015-08-10,0,0,1959
71,Matthew Ebden,Australia,AUS,1881,54,2018-10-15,0,0,1913
72,Aljaz Bedene,Slovenia,SLO,1878,42,2018-05-21,0,0,1939
73,Jiri Vesely,Czech Republic,CZE,1876,38,2017-08-07,0,0,1952
74,Marius Copil,Romania,ROU,1875,72,2018-10-29,0,0,1875
75,Andrey Rublev,Russian Federation,RUS,1875,5,2020-11-02,0,0,2227
76,Matteo Berrettini,Italy,ITA,1873,10,2021-05-09,0,0,2102
77,Lukas Rosol,Czech Republic,CZE,1873,29,2014-08-24,0,0,1982
78,Gilles Muller,Luxembourg,LUX,1872,18,2017-07-24,0,0,2098
79,Jurgen Melzer,Austria,AUT,1868,12,2011-01-31,0,0,2110
80,Jared Donaldson,United States,USA,1866,48,2017-10-16,0,0,1927
81,Robin Haase,Netherlands,NED,1865,44,2011-09-26,0,0,1946
82,Filip Krajinovic,Serbia,SRB,1861,25,2020-08-31,0,0,2033
83,Marcos Baghdatis,Cyprus,CYP,1861,9,2007-08-20,0,0,2098
84,Cameron Norrie,United Kingdom,GBR,1860,34,2021-05-24,0,0,1973
85,Malek Jaziri,Tunisia,TUN,1860,52,2017-04-03,0,0,1922
86,Horacio Zeballos,Argentina,ARG,1856,50,2017-06-12,0,0,1927
87,Albert Ramos,Spain,ESP,1856,25,2017-05-01,0,0,2014
88,Nicolas Mahut,France,FRA,1852,35,2016-10-10,0,0,1970
89,Viktor Troicki,Serbia,SRB,1849,15,2011-04-03,0,0,2091
90,Federico Delbonis,Argentina,ARG,1846,41,2016-04-11,0,0,1953
91,Donald Young,United States,USA,1845,34,2017-04-03,0,-1,1976
92,Egor Gerasimov,Belarus,BLR,1844,46,2021-03-08,0,0,1932
93,Mischa Zverev,Germany,GER,1841,37,2017-01-30,0,0,1968
94,Taro Daniel,Japan,JPN,1840,77,2018-08-27,0,-1,1882
95,Henri Laaksonen,Switzerland,SUI,1838,84,2019-06-17,0,0,1852
96,Dudi Sela,Israel,ISR,1838,45,2009-07-06,0,0,1941
97,Tennys Sandgren,United States,USA,1835,48,2020-08-31,0,0,1940
98,Denis Istomin,Uzbekistan,UZB,1834,31,2014-07-14,0,0,1987
99,Vasek Pospisil,Canada,CAN,1831,30,2021-02-08,0,0,1987
100,Denis Kudla,United States,USA,1830,83,2015-08-03,1,0,1855
101,Andrej Martin,Slovakia,SVK,1830,83,2016-08-15,-1,0,1850
102,Guillermo Garcia Lopez,Spain,ESP,1823,30,2014-06-09,1,0,2009
103,Pablo Andujar,Spain,ESP,1823,49,2014-10-27,-1,0,1929
104,Sebastian Ofner,Austria,AUT,1820,95,2018-03-05,0,0,1839
105,Sergiy Stakhovsky,Ukraine,UKR,1820,44,2010-08-29,0,0,1947
106,Ivo Karlovic,Croatia,CRO,1816,17,2007-11-04,0,0,2061
107,Laslo Djere,Serbia,SRB,1815,55,2019-06-10,0,0,1913
108,Mackenzie Mcdonald,United States,USA,1815,64,2021-04-18,0,0,1878
109,Adam Pavlasek,Czech Republic,CZE,1814,106,2018-10-08,0,0,1815
110,Marcel Granollers,Spain,ESP,1811,29,2013-11-04,0,0,2004
