rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Novak Djokovic,Serbia,SRB,2490,1,2011-03-21,0,0,2629
2,Rafael Nadal,Spain,ESP,2438,1,2008-06-16,0,0,2552
3,Roger Federer,Switzerland,SUI,2431,1,2003-08-11,0,0,2550
4,Andy Murray,United Kingdom,GBR,2365,2,2009-04-19,0,0,2500
5,David Ferrer,Spain,ESP,2334,4,2007-11-19,0,12,2348
6,Juan Martin Del Potro,Argentina,ARG,2309,3,2010-06-07,0,0,2331
7,Tomas Berdych,Czech Republic,CZE,2238,5,2007-07-09,0,-1,2263
8,Jo Wilfried Tsonga,France,FRA,2171,6,2009-03-02,0,0,2244
9,Stan Wawrinka,Switzerland,SUI,2118,5,2014-02-17,1,0,2291
10,Marin Cilic,Croatia,CRO,2111,6,2014-09-08,1,0,2232
11,Mardy Fish,United States,USA,2110,9,2011-08-21,1,-1,2169
12,Nicolas Almagro,Spain,ESP,2109,9,2012-07-23,-3,-24,2160
13,Richard Gasquet,France,FRA,2109,9,2007-10-08,0,0,2196
14,Janko Tipsarevic,Serbia,SRB,2098,9,2012-08-13,0,0,2158
15,John Isner,United States,USA,2092,10,2012-04-13,0,0,2147
16,Gael Monfils,France,FRA,2086,7,2010-11-28,0,0,2189
17,Andy Roddick,United States,USA,2086,1,2003-09-08,0,0,2274
18,Kei Nishikori,Japan,JPN,2080,4,2016-09-12,0,0,2296
19,Milos Raonic,Canada,CAN,2079,5,2016-07-11,0,0,2269
20,Sam Querrey,United States,USA,2065,18,2013-04-21,0,0,2068
21,Gilles Simon,France,FRA,2064,9,2009-01-11,0,0,2124
22,Juan Monaco,Argentina,ARG,2061,12,2012-07-23,0,0,2125
23,Tommy Haas,Germany,GER,2056,2,2002-01-28,0,0,2189
24,David Nalbandian,Argentina,ARG,2034,3,2006-05-22,0,-1,2196
25,Fernando Verdasco,Spain,ESP,2032,7,2009-05-04,0,0,2204
26,Mikhail Youzhny,Russian Federation,RUS,2025,9,2007-06-11,0,0,2122
27,Andreas Seppi,Italy,ITA,2018,21,2015-08-03,0,0,2030
28,Philipp Kohlschreiber,Germany,GER,2015,14,2016-05-02,0,0,2117
29,Radek Stepanek,Czech Republic,CZE,2009,10,2009-11-29,2,13,2136
30,Marcos Baghdatis,Cyprus,CYP,2008,9,2007-08-20,-1,0,2098
