rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Lleyton Hewitt,Australia,AUS,2256,1,2001-10-15,0,0,2295
2,Andre Agassi,United States,USA,2214,1,1995-03-24,0,0,2376
3,Carlos Moya,Spain,ESP,2148,3,2002-12-06,1,0,2190
4,Pete Sampras,United States,USA,2143,1,1992-10-02,1,-1,2407
5,Roger Federer,Switzerland,SUI,2143,1,2003-08-11,1,0,2550
6,Marat Safin,Russian Federation,RUS,2121,2,2000-09-18,3,19,2218
7,Juan Carlos Ferrero,Spain,ESP,2112,3,2003-06-09,0,0,2225
8,Sebastien Grosjean,France,FRA,2107,4,2003-01-27,0,-2,2133
9,Tim Henman,United Kingdom,GBR,2098,4,2002-04-12,1,0,2165
10,Gustavo Kuerten,Brazil,BRA,2096,1,2001-06-11,1,0,2281
11,Jiri Novak,Czech Republic,CZE,2094,6,2002-10-21,1,0,2112
12,Tommy Haas,Germany,GER,2093,2,2002-01-28,1,-1,2189
13,Paradorn Srichaphan,Thailand,THA,2084,9,2003-01-06,1,0,2103
14,Andy Roddick,United States,USA,2081,1,2003-09-08,1,0,2274
15,Greg Rusedski,United Kingdom,GBR,2073,3,1998-11-30,1,0,2178
16,Alex Corretja,Spain,ESP,2071,3,2000-08-07,1,0,2182
17,Guillermo Canas,Argentina,ARG,2069,8,2002-08-05,1,0,2113
18,Thomas Enqvist,Sweden,SWE,2042,5,1998-05-04,1,0,2173
19,Nicolas Escude,France,FRA,2040,13,2002-03-04,1,0,2091
20,Albert Costa,Spain,ESP,2038,4,1998-06-08,1,0,2154
21,Gaston Gaudio,Argentina,ARG,2034,8,2005-07-11,1,0,2137
22,Sjeng Schalken,Netherlands,NED,2028,9,2003-09-15,2,0,2085
23,Mikhail Youzhny,Russian Federation,RUS,2027,9,2007-06-11,5,11,2122
24,Fernando Gonzalez,Chile,CHI,2025,3,2006-10-23,1,0,2209
25,Yevgeny Kafelnikov,Russian Federation,RUS,2024,2,1999-02-01,-2,-9,2216
26,David Nalbandian,Argentina,ARG,2019,3,2006-05-22,0,0,2196
27,Andrei Pavel,Romania,ROU,2017,11,2004-05-17,0,0,2061
28,Todd Martin,United States,USA,2016,2,1999-01-18,1,0,2188
29,Marcelo Rios,Chile,CHI,2016,2,1998-03-27,1,0,2241
30,Xavier Malisse,Belgium,BEL,2009,24,2002-03-11,1,0,2035
31,Arnaud Clement,France,FRA,2009,10,2001-01-29,1,0,2107
32,Richard Krajicek,Netherlands,NED,2006,2,1999-03-26,1,0,2214
33,Wayne Ferreira,South Africa,RSA,2003,7,1995-05-22,1,0,2158
34,Thomas Johansson,Sweden,SWE,2000,7,2002-02-15,1,0,2136
35,Mark Philippoussis,Australia,AUS,1998,4,2000-03-20,1,-1,2171
36,Younes El Aynaoui,Morocco,MAR,1998,13,2002-05-06,1,0,2095
37,James Blake,United States,USA,1994,4,2007-01-15,1,0,2164
38,Tommy Robredo,Spain,ESP,1992,10,2006-05-22,1,0,2107
39,Juan Ignacio Chela,Argentina,ARG,1987,15,2004-04-26,2,0,2049
40,Paul Henri Mathieu,France,FRA,1970,13,2007-08-12,0,-19,2082
41,Jan Michael Gambill,United States,USA,1967,10,2001-03-30,1,0,2091
42,Fabrice Santoro,France,FRA,1965,17,2001-08-06,1,0,2052
43,Guillermo Coria,Argentina,ARG,1957,2,2004-06-07,1,0,2229
44,Goran Ivanisevic,Croatia,CRO,1953,3,1992-11-23,1,-1,2246
45,Karol Kucera,Slovakia,SVK,1952,7,1999-10-11,1,0,2125
46,Ivan Ljubicic,Croatia,CRO,1950,3,2006-03-31,1,0,2206
47,Rainer Schuettler,Germany,GER,1950,8,2003-10-13,1,0,2123
48,Nicolas Lapentti,Ecuador,ECU,1948,7,1999-11-08,1,0,2108
49,Jonas Bjorkman,Sweden,SWE,1947,3,1997-12-05,1,0,2174
50,Nicolas Massu,Chile,CHI,1944,13,2003-10-20,1,0,2053
51,Felix Mantilla,Spain,ESP,1942,6,1997-09-15,1,0,2133
52,Kenneth Carlsen,Denmark,DEN,1938,49,1995-05-29,1,0,1944
53,Nicolas Kiefer,Germany,GER,1937,5,2000-02-14,1,0,2135
54,Max Mirnyi,Belarus,BLR,1932,20,2001-10-22,1,0,2041
55,Agustin Calleri,Argentina,ARG,1928,19,2003-05-19,1,0,2043
56,Jerome Golmard,France,FRA,1927,19,2000-01-10,1,0,2039
57,Magnus Larsson,Sweden,SWE,1917,4,1995-03-24,1,0,2188
58,Wayne Arthurs,Australia,AUS,1917,45,2001-06-25,1,0,1948
59,Alberto Martin,Spain,ESP,1916,39,2001-05-28,1,0,1963
60,Hicham Arazi,Morocco,MAR,1911,24,2002-01-07,1,0,2025
61,Jarkko Nieminen,Finland,FIN,1906,19,2006-03-17,1,0,2034
62,Magnus Norman,Sweden,SWE,1905,4,2000-05-15,1,0,2172
63,Bohdan Ulihrach,Czech Republic,CZE,1900,25,1996-09-09,1,0,2016
64,Jose Acasuso,Argentina,ARG,1898,24,2006-08-14,1,0,2011
65,Taylor Dent,United States,USA,1897,16,2003-10-27,1,0,2040
66,Dominik Hrbaty,Slovakia,SVK,1895,15,2005-12-09,1,0,2085
67,Vladimir Voltchkov,Belarus,BLR,1892,48,2001-02-26,1,0,1942
68,Cedric Pioline,France,FRA,1884,9,2000-06-12,1,0,2110
69,Feliciano Lopez,Spain,ESP,1882,16,2014-10-12,1,0,2074
70,Fernando Meligeni,Brazil,BRA,1873,24,1999-06-21,1,-1,2021
71,Franco Squillari,Argentina,ARG,1873,27,2000-07-28,1,0,2009
72,Raemon Sluiter,Netherlands,NED,1872,57,2003-02-24,1,0,1918
73,Daniel Nestor,Canada,CAN,1871,61,1999-08-30,1,0,1907
74,Kristian Pless,Denmark,DEN,1871,62,2001-10-08,1,0,1902
75,Adrian Voinea,Romania,ROU,1864,50,2002-05-20,1,0,1935
76,Michael Chang,United States,USA,1864,2,1997-03-17,1,0,2267
77,Arnaud Di Pasquale,France,FRA,1864,55,1999-08-23,1,0,1932
78,Julien Boutter,France,FRA,1861,32,2002-05-20,1,0,1982
79,Radek Stepanek,Czech Republic,CZE,1859,10,2009-11-29,1,0,2136
80,Mariano Zabaleta,Argentina,ARG,1859,22,2003-08-25,1,0,2027
81,Andre Sa,Brazil,BRA,1858,73,2002-08-19,1,0,1877
82,Sargis Sargsian,Armenia,ARM,1856,44,2004-01-12,1,0,1959
83,Wayne Black,Zimbabwe,ZIM,1852,61,1999-03-15,1,0,1905
84,Fernando Vicente,Spain,ESP,1850,53,1999-08-02,1,0,1932
85,Davide Sanguinetti,Italy,ITA,1849,50,2002-03-11,1,0,1938
