rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Novak Djokovic,Serbia,SRB,2502,1,2011-03-21,0,0,2629
2,Rafael Nadal,Spain,ESP,2464,1,2008-06-16,0,0,2552
3,Roger Federer,Switzerland,SUI,2367,1,2003-08-11,0,0,2550
4,Andy Murray,United Kingdom,GBR,2289,2,2009-04-19,0,9,2500
5,Juan Martin Del Potro,Argentina,ARG,2260,3,2010-06-07,0,-1,2331
6,Marin Cilic,Croatia,CRO,2232,6,2014-09-08,0,0,2232
7,Stan Wawrinka,Switzerland,SUI,2224,5,2014-02-17,0,0,2291
8,Kei Nishikori,Japan,JPN,2224,4,2016-09-12,0,11,2296
9,Jo Wilfried Tsonga,France,FRA,2198,6,2009-03-02,0,0,2244
10,Milos Raonic,Canada,CAN,2181,5,2016-07-11,0,0,2269
11,Grigor Dimitrov,Bulgaria,BUL,2176,6,2018-01-29,1,0,2203
12,David Ferrer,Spain,ESP,2165,4,2007-11-19,-1,-12,2348
13,Tomas Berdych,Czech Republic,CZE,2145,5,2007-07-09,0,0,2263
14,Gael Monfils,France,FRA,2123,7,2010-11-28,0,0,2189
15,Ernests Gulbis,Latvia,LAT,2086,10,2014-06-09,1,-7,2167
16,Richard Gasquet,France,FRA,2085,9,2007-10-08,-1,-8,2196
17,Tommy Robredo,Spain,ESP,2081,10,2006-05-22,0,8,2107
18,John Isner,United States,USA,2064,10,2012-04-13,0,0,2147
19,Kevin Anderson,South Africa,RSA,2059,6,2019-04-15,0,0,2181
20,Feliciano Lopez,Spain,ESP,2055,16,2014-10-12,0,0,2074
21,Roberto Bautista Agut,Spain,ESP,2049,9,2019-07-15,0,0,2135
22,Nicolas Almagro,Spain,ESP,2048,9,2012-07-23,0,0,2160
23,Tommy Haas,Germany,GER,2044,2,2002-01-28,0,0,2189
24,Alexandr Dolgopolov,Ukraine,UKR,2028,22,2014-04-14,0,0,2057
25,Fabio Fognini,Italy,ITA,2024,14,2014-04-11,0,0,2112
26,Philipp Kohlschreiber,Germany,GER,2016,14,2016-05-02,0,0,2117
27,Florian Mayer,Germany,GER,2000,22,2011-11-14,0,0,2044
28,Sam Querrey,United States,USA,1995,18,2013-04-21,2,0,2068
29,Leonardo Mayer,Argentina,ARG,1988,28,2014-08-11,-1,-11,1999
30,Gilles Simon,France,FRA,1984,9,2009-01-11,-1,-12,2124
31,Jerzy Janowicz,Poland,POL,1968,25,2014-02-17,0,0,2027
32,Lleyton Hewitt,Australia,AUS,1968,1,2001-10-15,0,0,2295
33,Fernando Verdasco,Spain,ESP,1963,7,2009-05-04,0,0,2204
34,Julien Benneteau,France,FRA,1957,25,2013-02-18,11,25,2027
35,Mikhail Youzhny,Russian Federation,RUS,1957,9,2007-06-11,-1,0,2122
36,David Goffin,Belgium,BEL,1954,8,2018-05-21,-1,0,2165
37,Juan Monaco,Argentina,ARG,1948,12,2012-07-23,11,27,2125
38,Marinko Matosevic,Australia,AUS,1948,38,2014-09-29,3,10,1948
39,Viktor Troicki,Serbia,SRB,1948,15,2011-04-03,4,13,2091
40,Jeremy Chardy,France,FRA,1947,23,2015-09-14,-3,0,2016
41,Radek Stepanek,Czech Republic,CZE,1941,10,2009-11-29,-3,0,2136
42,Lukas Rosol,Czech Republic,CZE,1940,29,2014-08-24,-2,0,1982
43,Ivo Karlovic,Croatia,CRO,1938,17,2007-11-04,-1,0,2061
44,Bernard Tomic,Australia,AUS,1935,21,2015-03-23,-8,-15,2037
45,Denis Istomin,Uzbekistan,UZB,1935,31,2014-07-14,-1,0,1987
46,Martin Klizan,Slovakia,SVK,1931,26,2018-10-01,-7,-9,1998
47,Janko Tipsarevic,Serbia,SRB,1928,9,2012-08-13,-1,-1,2158
48,Pablo Cuevas,Uruguay,URU,1922,26,2016-05-09,2,7,2004
49,Andreas Seppi,Italy,ITA,1920,21,2015-08-03,2,8,2030
50,Guillermo Garcia Lopez,Spain,ESP,1917,30,2014-06-09,-1,0,2009
51,Nick Kyrgios,Australia,AUS,1916,10,2017-04-14,-4,-9,2176
52,Marcel Granollers,Spain,ESP,1911,29,2013-11-04,1,0,2004
53,Dominic Thiem,Austria,AUT,1911,4,2020-02-03,1,0,2250
54,Jarkko Nieminen,Finland,FIN,1908,19,2006-03-17,11,25,2034
55,Yen Hsun Lu,"Taiwan, Province of China",TPE,1908,50,2014-08-24,0,0,1922
56,Ivan Dodig,Croatia,CRO,1906,27,2013-10-07,-4,-5,2021
57,Jack Sock,United States,USA,1904,13,2017-03-20,-1,0,2144
58,Carlos Berlocq,Argentina,ARG,1902,33,2014-06-09,-1,0,1966
59,Santiago Giraldo,Colombia,COL,1900,32,2014-05-11,5,15,1970
60,Pablo Andujar,Spain,ESP,1899,49,2014-10-27,-2,-1,1929
61,Thomaz Bellucci,Brazil,BRA,1898,33,2012-07-23,-2,0,1996
62,Michael Llodra,France,FRA,1894,31,2011-04-03,-2,0,2012
63,Marcos Baghdatis,Cyprus,CYP,1891,9,2007-08-20,-2,0,2098
64,Vasek Pospisil,Canada,CAN,1890,30,2021-02-08,-2,0,1987
65,Dmitry Tursunov,Russian Federation,RUS,1889,20,2006-10-02,-2,0,2042
66,Nikolay Davydenko,Russian Federation,RUS,1880,5,2008-04-21,0,0,2291
67,Gilles Muller,Luxembourg,LUX,1877,18,2017-07-24,0,1,2098
68,Edouard Roger Vasselin,France,FRA,1870,40,2014-03-30,2,0,1947
69,Robin Haase,Netherlands,NED,1866,44,2011-09-26,3,0,1946
70,Thiemo De Bakker,Netherlands,NED,1865,46,2010-09-24,3,0,1945
71,Simone Bolelli,Italy,ITA,1865,39,2015-08-10,0,-3,1959
72,Jurgen Melzer,Austria,AUT,1862,12,2011-01-31,-3,-9,2110
73,Joao Sousa,Portugal,POR,1862,32,2016-02-01,-5,-11,1974
74,Benjamin Becker,Germany,GER,1861,50,2015-02-02,8,14,1917
75,Steve Darcis,Belgium,BEL,1861,41,2017-04-14,-1,0,1950
76,Donald Young,United States,USA,1859,34,2017-04-03,-1,0,1976
77,Andrey Kuznetsov,Russian Federation,RUS,1857,30,2016-09-23,-1,0,1998
78,Blaz Kavcic,Slovenia,SLO,1857,68,2014-02-07,-1,0,1867
79,Paul Henri Mathieu,France,FRA,1854,13,2007-08-12,-1,0,2082
80,Ricardas Berankis,Lithuania,LTU,1853,50,2013-04-15,1,4,1914
81,Dudi Sela,Israel,ISR,1852,45,2009-07-06,-2,0,1941
82,Sergiy Stakhovsky,Ukraine,UKR,1843,44,2010-08-29,1,0,1947
83,Jiri Vesely,Czech Republic,CZE,1842,38,2017-08-07,2,0,1952
84,Teymuraz Gabashvili,Russian Federation,RUS,1841,55,2016-01-18,-4,-10,1910
85,Lukas Lacko,Slovakia,SVK,1841,60,2012-02-06,14,22,1886
86,Albert Montanes,Spain,ESP,1841,29,2010-07-19,0,0,2019
87,Steve Johnson,United States,USA,1840,21,2017-04-17,0,0,2042
88,Victor Estrella,Dominican Republic,DOM,1839,56,2016-02-22,0,0,1902
89,Jan Lennard Struff,Germany,GER,1837,24,2020-09-14,1,0,2037
