rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Rafael Nadal,Spain,ESP,2412,1,2008-06-16,0,0,2552
2,Novak Djokovic,Serbia,SRB,2379,1,2011-03-21,0,0,2629
3,Roger Federer,Switzerland,SUI,2364,1,2003-08-11,0,0,2550
4,Andy Murray,United Kingdom,GBR,2222,2,2009-04-19,0,0,2500
5,Juan Martin Del Potro,Argentina,ARG,2218,3,2010-06-07,0,0,2331
6,Dominic Thiem,Austria,AUT,2209,4,2020-02-03,0,0,2250
7,Kevin Anderson,South Africa,RSA,2155,6,2019-04-15,0,0,2181
8,Kei Nishikori,Japan,JPN,2152,4,2016-09-12,0,0,2296
9,Stefanos Tsitsipas,Greece,GRE,2127,4,2021-06-13,0,0,2258
10,Alexander Zverev,Germany,GER,2121,4,2021-08-22,0,0,2261
11,Milos Raonic,Canada,CAN,2102,5,2016-07-11,0,0,2269
12,Stan Wawrinka,Switzerland,SUI,2101,5,2014-02-17,0,0,2291
13,Daniil Medvedev,Russian Federation,RUS,2092,3,2021-09-13,0,0,2289
14,Roberto Bautista Agut,Spain,ESP,2082,9,2019-07-15,0,0,2135
15,Marin Cilic,Croatia,CRO,2082,6,2014-09-08,0,0,2232
16,Fabio Fognini,Italy,ITA,2075,14,2014-04-11,0,0,2112
17,David Goffin,Belgium,BEL,2071,8,2018-05-21,0,0,2165
18,Nick Kyrgios,Australia,AUS,2066,10,2017-04-14,0,0,2176
19,Gael Monfils,France,FRA,2066,7,2010-11-28,0,0,2189
20,John Isner,United States,USA,2065,10,2012-04-13,0,-1,2147
21,Tomas Berdych,Czech Republic,CZE,2064,5,2007-07-09,0,0,2263
22,Borna Coric,Croatia,CRO,2064,13,2019-01-07,0,0,2102
23,Karen Khachanov,Russian Federation,RUS,2062,10,2019-02-08,0,0,2137
24,Jo Wilfried Tsonga,France,FRA,2044,6,2009-03-02,0,0,2244
25,Jan Lennard Struff,Germany,GER,2034,24,2020-09-14,0,0,2037
26,Grigor Dimitrov,Bulgaria,BUL,2030,6,2018-01-29,0,0,2203
