rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Novak Djokovic,Serbia,SRB,2552,1,2011-03-21,0,11,2629
2,Roger Federer,Switzerland,SUI,2409,1,2003-08-11,0,0,2550
3,Rafael Nadal,Spain,ESP,2346,1,2008-06-16,0,-15,2552
4,Andy Murray,United Kingdom,GBR,2320,2,2009-04-19,0,13,2500
5,Kei Nishikori,Japan,JPN,2255,4,2016-09-12,0,-7,2296
6,Tomas Berdych,Czech Republic,CZE,2232,5,2007-07-09,2,10,2263
7,David Ferrer,Spain,ESP,2226,4,2007-11-19,2,8,2348
8,Juan Martin Del Potro,Argentina,ARG,2219,3,2010-06-07,-2,-16,2331
9,Stan Wawrinka,Switzerland,SUI,2208,5,2014-02-17,-2,-15,2291
10,Milos Raonic,Canada,CAN,2193,5,2016-07-11,0,-9,2269
11,Marin Cilic,Croatia,CRO,2180,6,2014-09-08,0,0,2232
12,Jo Wilfried Tsonga,France,FRA,2155,6,2009-03-02,0,-8,2244
13,Gael Monfils,France,FRA,2142,7,2010-11-28,1,4,2189
14,Grigor Dimitrov,Bulgaria,BUL,2131,6,2018-01-29,-1,-8,2203
15,Richard Gasquet,France,FRA,2090,9,2007-10-08,0,0,2196
16,Gilles Simon,France,FRA,2074,9,2009-01-11,0,3,2124
17,John Isner,United States,USA,2071,10,2012-04-13,6,47,2147
18,Kevin Anderson,South Africa,RSA,2068,6,2019-04-15,0,9,2181
19,Feliciano Lopez,Spain,ESP,2046,16,2014-10-12,-2,-14,2074
20,Tommy Haas,Germany,GER,2033,2,2002-01-28,0,-1,2189
21,Bernard Tomic,Australia,AUS,2031,21,2015-03-23,0,-2,2037
22,Tommy Robredo,Spain,ESP,2030,10,2006-05-22,-3,-12,2107
23,Nicolas Almagro,Spain,ESP,2027,9,2012-07-23,1,5,2160
24,Roberto Bautista Agut,Spain,ESP,2020,9,2019-07-15,-2,-11,2135
25,Viktor Troicki,Serbia,SRB,2006,15,2011-04-03,0,4,2091
26,Fernando Verdasco,Spain,ESP,2003,7,2009-05-04,0,13,2204
27,Juan Monaco,Argentina,ARG,1995,12,2012-07-23,7,30,2125
28,Alexandr Dolgopolov,Ukraine,UKR,1993,22,2014-04-14,5,27,2057
29,Philipp Kohlschreiber,Germany,GER,1980,14,2016-05-02,-2,0,2117
30,Jack Sock,United States,USA,1979,13,2017-03-20,-2,0,2144
31,Jerzy Janowicz,Poland,POL,1975,25,2014-02-17,1,7,2027
32,Andreas Seppi,Italy,ITA,1973,21,2015-08-03,-3,0,2030
33,David Goffin,Belgium,BEL,1971,8,2018-05-21,4,16,2165
34,Ernests Gulbis,Latvia,LAT,1962,10,2014-06-09,-4,-11,2167
35,Nick Kyrgios,Australia,AUS,1956,10,2017-04-14,1,0,2176
36,Ivo Karlovic,Croatia,CRO,1955,17,2007-11-04,-5,-15,2061
37,Sam Querrey,United States,USA,1954,18,2013-04-21,2,1,2068
38,Vasek Pospisil,Canada,CAN,1954,30,2021-02-08,4,13,1987
39,Jeremy Chardy,France,FRA,1952,23,2015-09-14,1,4,2016
40,Gilles Muller,Luxembourg,LUX,1948,18,2017-07-24,-5,-13,2098
41,Martin Klizan,Slovakia,SVK,1945,26,2018-10-01,2,6,1998
42,Pablo Cuevas,Uruguay,URU,1941,26,2016-05-09,-4,-12,2004
43,Leonardo Mayer,Argentina,ARG,1940,28,2014-08-11,2,2,1999
44,Radek Stepanek,Czech Republic,CZE,1937,10,2009-11-29,0,-1,2136
45,Donald Young,United States,USA,1934,34,2017-04-03,4,7,1976
46,Dominic Thiem,Austria,AUT,1930,4,2020-02-03,19,48,2250
47,Lleyton Hewitt,Australia,AUS,1929,1,2001-10-15,-6,-13,2295
48,Fabio Fognini,Italy,ITA,1927,14,2014-04-11,-2,-10,2112
49,Guillermo Garcia Lopez,Spain,ESP,1925,30,2014-06-09,1,-1,2009
50,Julien Benneteau,France,FRA,1924,25,2013-02-18,2,0,2027
51,Sergiy Stakhovsky,Ukraine,UKR,1923,44,2010-08-29,-4,-8,1947
52,Mikhail Youzhny,Russian Federation,RUS,1923,9,2007-06-11,1,4,2122
53,Simone Bolelli,Italy,ITA,1920,39,2015-08-10,1,3,1959
54,Steve Johnson,United States,USA,1919,21,2017-04-17,-6,-11,2042
