rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Lleyton Hewitt,Australia,AUS,2261,1,2001-10-15,0,0,2295
2,Andre Agassi,United States,USA,2242,1,1995-03-24,0,0,2376
3,Patrick Rafter,Australia,AUS,2157,2,1997-11-17,0,-1,2255
4,Pete Sampras,United States,USA,2144,1,1992-10-02,0,0,2407
5,Carlos Moya,Spain,ESP,2126,3,2002-12-06,2,6,2190
6,Tommy Haas,Germany,GER,2123,2,2002-01-28,-1,0,2189
7,Tim Henman,United Kingdom,GBR,2121,4,2002-04-12,-1,0,2165
8,Juan Carlos Ferrero,Spain,ESP,2118,3,2003-06-09,4,24,2225
9,Gustavo Kuerten,Brazil,BRA,2115,1,2001-06-11,0,0,2281
10,Marat Safin,Russian Federation,RUS,2104,2,2000-09-18,-2,-11,2218
11,Guillermo Canas,Argentina,ARG,2099,8,2002-08-05,0,0,2113
12,Alex Corretja,Spain,ESP,2095,3,2000-08-07,-2,-9,2182
13,Roger Federer,Switzerland,SUI,2085,1,2003-08-11,0,0,2550
14,Andy Roddick,United States,USA,2084,1,2003-09-08,0,0,2274
15,Albert Costa,Spain,ESP,2081,4,1998-06-08,0,0,2154
16,Jiri Novak,Czech Republic,CZE,2076,6,2002-10-21,0,0,2112
17,Sebastien Grosjean,France,FRA,2075,4,2003-01-27,0,0,2133
18,Greg Rusedski,United Kingdom,GBR,2074,3,1998-11-30,0,0,2178
19,Younes El Aynaoui,Morocco,MAR,2052,13,2002-05-06,0,0,2095
20,Yevgeny Kafelnikov,Russian Federation,RUS,2050,2,1999-02-01,0,0,2216
21,Gaston Gaudio,Argentina,ARG,2050,8,2005-07-11,0,0,2137
22,Thomas Enqvist,Sweden,SWE,2044,5,1998-05-04,0,0,2173
23,Sjeng Schalken,Netherlands,NED,2036,9,2003-09-15,0,0,2085
24,Xavier Malisse,Belgium,BEL,2035,24,2002-03-11,0,0,2035
25,Thomas Johansson,Sweden,SWE,2031,7,2002-02-15,0,0,2136
26,Juan Ignacio Chela,Argentina,ARG,2027,15,2004-04-26,0,-1,2049
27,Marcelo Rios,Chile,CHI,2026,2,1998-03-27,0,-2,2241
28,Fernando Gonzalez,Chile,CHI,2022,3,2006-10-23,9,32,2209
29,Todd Martin,United States,USA,2020,2,1999-01-18,-1,0,2188
30,James Blake,United States,USA,2013,4,2007-01-15,-1,0,2164
31,Nicolas Escude,France,FRA,2012,13,2002-03-04,-1,0,2091
32,Arnaud Clement,France,FRA,2008,10,2001-01-29,-1,0,2107
33,Richard Krajicek,Netherlands,NED,2007,2,1999-03-26,-1,0,2214
34,Wayne Ferreira,South Africa,RSA,2006,7,1995-05-22,-1,0,2158
35,Andrei Pavel,Romania,ROU,2002,11,2004-05-17,-1,0,2061
36,Mark Philippoussis,Australia,AUS,1999,4,2000-03-20,0,0,2171
37,Jan Michael Gambill,United States,USA,1994,10,2001-03-30,-2,-5,2091
38,Mikhail Youzhny,Russian Federation,RUS,1987,9,2007-06-11,0,0,2122
39,David Nalbandian,Argentina,ARG,1985,3,2006-05-22,1,0,2196
40,Tommy Robredo,Spain,ESP,1982,10,2006-05-22,1,0,2107
41,Paradorn Srichaphan,Thailand,THA,1976,9,2003-01-06,-2,-10,2103
42,Rainer Schuettler,Germany,GER,1970,8,2003-10-13,0,0,2123
43,Max Mirnyi,Belarus,BLR,1966,20,2001-10-22,0,0,2041
44,Guillermo Coria,Argentina,ARG,1963,2,2004-06-07,1,0,2229
45,Nicolas Lapentti,Ecuador,ECU,1961,7,1999-11-08,-1,-2,2108
46,Felix Mantilla,Spain,ESP,1957,6,1997-09-15,1,0,2133
47,Goran Ivanisevic,Croatia,CRO,1957,3,1992-11-23,-1,0,2246
48,Jonas Bjorkman,Sweden,SWE,1946,3,1997-12-05,4,17,2174
49,Ivan Ljubicic,Croatia,CRO,1941,3,2006-03-31,-1,0,2206
50,Alberto Martin,Spain,ESP,1938,39,2001-05-28,-1,5,1963
51,Fabrice Santoro,France,FRA,1932,17,2001-08-06,-1,0,2052
52,Nicolas Massu,Chile,CHI,1931,13,2003-10-20,-1,1,2053
53,Wayne Arthurs,Australia,AUS,1930,45,2001-06-25,0,1,1948
54,Nicolas Kiefer,Germany,GER,1927,5,2000-02-14,0,0,2135
55,Jerome Golmard,France,FRA,1927,19,2000-01-10,7,33,2039
56,Jose Acasuso,Argentina,ARG,1924,24,2006-08-14,4,27,2011
57,Karol Kucera,Slovakia,SVK,1915,7,1999-10-11,-2,-10,2125
58,Magnus Gustafsson,Sweden,SWE,1912,6,1991-05-27,-1,0,2150
59,Taylor Dent,United States,USA,1905,16,2003-10-27,-1,-1,2040
60,Magnus Larsson,Sweden,SWE,1901,4,1995-03-24,-4,-13,2188
61,Jarkko Nieminen,Finland,FIN,1898,19,2006-03-17,-2,0,2034
62,Cedric Pioline,France,FRA,1894,9,2000-06-12,1,0,2110
63,Bohdan Ulihrach,Czech Republic,CZE,1892,25,1996-09-09,17,24,2016
64,Mariano Zabaleta,Argentina,ARG,1889,22,2003-08-25,2,0,2027
65,Julien Boutter,France,FRA,1886,32,2002-05-20,3,0,1982
66,Davide Sanguinetti,Italy,ITA,1885,50,2002-03-11,3,0,1938
67,Hicham Arazi,Morocco,MAR,1885,24,2002-01-07,3,0,2025
68,Fernando Meligeni,Brazil,BRA,1884,24,1999-06-21,-1,-4,2021
69,Agustin Calleri,Argentina,ARG,1883,19,2003-05-19,-5,-8,2043
70,Dominik Hrbaty,Slovakia,SVK,1883,15,2005-12-09,-9,-12,2085
71,Fernando Vicente,Spain,ESP,1879,53,1999-08-02,-6,-11,1932
72,Kenneth Carlsen,Denmark,DEN,1875,49,1995-05-29,-1,0,1944
73,Vladimir Voltchkov,Belarus,BLR,1874,48,2001-02-26,0,0,1942
74,Franco Squillari,Argentina,ARG,1873,27,2000-07-28,-2,-2,2009
75,Michel Kratochvil,Switzerland,SUI,1873,52,2002-07-08,1,0,1933
76,Daniel Nestor,Canada,CAN,1871,61,1999-08-30,2,0,1907
77,Magnus Norman,Sweden,SWE,1867,4,2000-05-15,-3,-7,2172
78,Stefan Koubek,Austria,AUT,1866,38,2000-03-06,1,-5,1970
79,Adrian Voinea,Romania,ROU,1866,50,2002-05-20,2,0,1935
80,Arnaud Di Pasquale,France,FRA,1864,55,1999-08-23,2,0,1932
81,Sargis Sargsian,Armenia,ARM,1861,44,2004-01-12,5,6,1959
82,David Sanchez,Spain,ESP,1859,64,2004-05-10,7,9,1908
83,Paul Henri Mathieu,France,FRA,1859,13,2007-08-12,-6,-13,2082
84,David Ferrer,Spain,ESP,1857,4,2007-11-19,0,-4,2348
85,Michael Chang,United States,USA,1857,2,1997-03-17,0,-4,2267
86,Radek Stepanek,Czech Republic,CZE,1854,10,2009-11-29,-3,-9,2136
87,Andre Sa,Brazil,BRA,1854,73,2002-08-19,0,0,1877
88,Wayne Black,Zimbabwe,ZIM,1852,61,1999-03-15,0,0,1905
89,Raemon Sluiter,Netherlands,NED,1848,57,2003-02-24,1,0,1918
90,Mariano Puerta,Argentina,ARG,1848,21,2000-07-28,1,0,2042
91,Marc Lopez,Spain,ESP,1846,88,2002-10-28,1,0,1846
92,Albert Montanes,Spain,ESP,1843,29,2010-07-19,3,3,2019
93,Olivier Rochus,Belgium,BEL,1842,18,2006-05-08,0,0,2035
94,Mardy Fish,United States,USA,1841,9,2011-08-21,0,0,2169
95,Marc Rosset,Switzerland,SUI,1838,12,1993-03-08,1,0,2116
96,Kristian Pless,Denmark,DEN,1837,62,2001-10-08,1,0,1902
97,Feliciano Lopez,Spain,ESP,1837,16,2014-10-12,17,28,2074
98,Juan Balcells,Spain,ESP,1835,55,2001-05-07,0,0,1915
99,Leander Paes,India,IND,1834,54,1998-08-24,1,0,1927
100,David Prinosil,Germany,GER,1834,42,2000-11-20,1,0,1963
101,Byron Black,Zimbabwe,ZIM,1834,21,1996-01-08,1,0,2008
102,Ramon Delgado,Paraguay,PAR,1834,61,1998-11-09,1,0,1906
103,Hyung Taik Lee,"Korea, Republic of",KOR,1829,38,2007-10-15,-4,-6,1964
104,Luis Horna,Peru,PER,1824,39,2004-10-25,8,12,1958
105,Vincent Spadea,United States,USA,1822,20,1999-09-20,0,0,2034
106,Francisco Clavet,Spain,ESP,1820,24,1999-03-26,28,32,2035
107,Michael Llodra,France,FRA,1819,31,2011-04-03,-1,0,2012
108,Justin Gimelstob,United States,USA,1814,57,1998-08-03,0,0,1907
109,George Bastl,Switzerland,SUI,1814,86,2001-01-15,0,0,1858
110,Andrei Stoliarov,Russian Federation,RUS,1814,86,2002-06-24,0,0,1855
111,Flavio Saretta,Brazil,BRA,1812,52,2003-09-08,2,0,1950
112,Andreas Vinciguerra,Sweden,SWE,1809,32,2001-02-26,-5,-9,1984
113,Harel Levy,Israel,ISR,1807,57,2000-08-21,2,0,1913
114,Attila Savolt,Hungary,HUN,1805,106,2003-06-09,10,6,1820
115,Brian Vahaly,United States,USA,1805,84,2003-03-17,1,0,1866
116,Gilles Elseneer,Belgium,BEL,1804,110,2003-01-27,1,0,1804
117,Jan Vacek,Czech Republic,CZE,1804,90,2001-11-05,-6,-9,1845
118,Jean Rene Lisnard,Monaco,MON,1803,86,2004-01-12,1,0,1853
119,Alex Calatrava,Spain,ESP,1801,65,2001-02-04,2,0,1894
120,Galo Blanco,Spain,ESP,1800,51,2001-07-30,2,0,1929
121,Michal Tabara,Czech Republic,CZE,1799,85,2001-05-28,2,0,1868
122,Lars Burgsmuller,Germany,GER,1799,63,2001-06-18,-2,-4,1903
123,Alexander Popp,Germany,GER,1798,73,2003-07-07,2,0,1883
124,Daniel Vacek,Czech Republic,CZE,1798,23,1995-11-13,2,0,1985
125,John Van Lottum,Netherlands,NED,1798,65,1999-04-26,2,0,1895
126,Markus Hipfl,Austria,AUT,1797,72,2001-05-28,2,0,1883
127,Scott Draper,Australia,AUS,1794,32,1999-01-11,3,0,1996
128,Albert Portas,Spain,ESP,1790,30,2001-05-21,-10,-14,1993
129,Jens Knippschild,Germany,GER,1789,67,1999-08-16,3,0,1898
130,Danai Udomchoke,Thailand,THA,1789,89,2007-02-16,3,0,1840
131,Marc Kevin Goellner,Germany,GER,1785,29,1993-07-26,4,-1,2014
132,Sergi Bruguera,Spain,ESP,1783,2,1994-06-06,5,0,2232
133,Andrea Gaudenzi,Italy,ITA,1782,19,1995-05-29,-2,-12,2033
134,Lionel Roux,France,FRA,1781,62,1997-04-21,4,0,1909
135,Paul Goldstein,United States,USA,1780,57,2006-04-24,4,0,1906
136,Jurgen Melzer,Austria,AUT,1779,12,2011-01-31,9,8,2110
137,Michael Kohlmann,Germany,GER,1778,106,2000-06-12,-8,-17,1822
138,Nikolay Davydenko,Russian Federation,RUS,1777,5,2008-04-21,-2,-8,2291
139,Nicolas Coutelot,France,FRA,1777,96,2002-06-10,9,8,1832
140,Jeff Morrison,United States,USA,1775,103,2004-08-16,14,12,1833
141,Karim Alami,Morocco,MAR,1775,38,2000-02-14,-1,0,1969
142,Alejandro Hernandez,Mexico,MEX,1775,90,2002-01-07,-1,0,1840
143,Ben Qiang Zhu,China,CHN,1770,113,2003-05-05,3,0,1802
144,Robby Ginepri,United States,USA,1770,15,2005-09-12,3,0,2057
145,Juan Antonio Marin,Costa Rica,CRC,1770,96,2000-05-29,5,4,1853
146,Gaston Etlis,Argentina,ARG,1768,114,2003-09-29,3,0,1803
147,Jose De Armas,"Venezuela, Bolivarian Republic of",VEN,1766,117,2003-11-17,4,0,1797
148,Cecil Mamiit,Philippines,PHI,1765,110,2001-06-11,-6,-9,1826
149,Gouichi Motomura,Japan,JPN,1764,127,2005-02-21,4,0,1784
150,Jan Frode Andersen,Norway,NOR,1762,143,2004-09-30,5,0,1762
151,Antony Dupuis,France,FRA,1762,70,2004-02-16,37,43,1878
152,Irakli Labadze,Georgia,GEO,1761,76,2006-08-14,-9,-12,1872
153,Renzo Furlan,Italy,ITA,1759,23,1996-03-18,3,0,2021
154,Oleg Ogorodov,Uzbekistan,UZB,1759,117,1995-10-23,3,0,1820
155,Marko Tkalec,Slovenia,SLO,1758,124,2008-10-13,3,0,1786
156,Axel Pretzsch,Germany,GER,1756,135,2002-03-04,4,0,1774
157,Takao Suzuki,Japan,JPN,1756,71,2009-06-15,-13,-15,1860
158,Christophe Rochus,Belgium,BEL,1754,77,2009-06-08,-6,-10,1861
159,Martin Verkerk,Netherlands,NED,1753,34,2004-10-04,2,0,1980
160,Claude Ngoran,Côte d'Ivoire,CIV,1752,130,2002-05-20,2,0,1786
161,Martin Damm,Czech Republic,CZE,1750,54,1998-02-09,3,0,1924
162,Tomas Behrend,Germany,GER,1747,94,2003-08-25,3,0,1837
163,Noam Okun,Israel,ISR,1747,112,2004-09-30,3,0,1820
164,Jiri Vanek,Czech Republic,CZE,1747,105,2001-05-28,-5,-10,1832
165,Arvind Parmar,United Kingdom,GBR,1744,146,2000-07-17,3,0,1778
166,Neville Godwin,South Africa,RSA,1742,94,2001-09-10,3,0,1841
167,Gilles Muller,Luxembourg,LUX,1740,18,2017-07-24,3,0,2098
168,Ivo Heuberger,Switzerland,SUI,1740,119,2002-03-11,3,0,1802
169,Bob Bryan,United States,USA,1740,142,2000-06-19,3,0,1786
170,Dennis Van Scheppingen,Netherlands,NED,1738,92,1998-08-24,4,0,1851
171,Oliver Gross,Germany,GER,1736,67,1995-06-12,-8,-14,1890
172,Frederic Niemeyer,Canada,CAN,1735,144,2005-05-06,3,0,1765
173,Federico Luzzi,Italy,ITA,1733,114,2001-05-14,3,0,1815
174,Federico Dondo,Uruguay,URU,1733,147,2002-05-27,3,0,1763
175,Michael Russell,United States,USA,1730,70,2012-08-26,3,0,1867
176,Stefano Galvani,Italy,ITA,1728,131,2006-10-02,-9,-17,1778
177,Aisam Ul Haq Qureshi,Pakistan,PAK,1727,113,2007-09-17,2,0,1796
178,Julian Knowle,Austria,AUT,1727,134,2002-07-15,-5,-13,1789
179,Edwin Kempes,Netherlands,NED,1727,132,2001-03-12,1,0,1795
180,Jimy Szymanski,"Venezuela, Bolivarian Republic of",VEN,1726,167,2002-01-28,1,0,1740
181,Mario Ancic,Croatia,CRO,1726,6,2006-09-11,1,0,2133
182,Amir Hadad,Israel,ISR,1726,169,2003-04-21,1,0,1726
183,Jacobo Diaz,Spain,ESP,1724,117,2001-06-11,1,0,1814
184,Nicolas Thomann,France,FRA,1724,124,2004-01-12,1,0,1795
185,Andrew Ilie,Australia,AUS,1723,56,2000-06-12,1,0,1926
186,Alex Kim,United States,USA,1721,170,2002-03-18,1,0,1739
187,Gergely Kisgyorgy,Hungary,HUN,1719,177,2003-02-21,2,0,1722
188,Martin Lee,United Kingdom,GBR,1719,126,2001-07-23,2,0,1804
189,Mark Nielsen,New Zealand,NZL,1716,154,2006-08-14,2,0,1747
190,Vadim Kutsenko,Russian Federation,RUS,1714,156,2003-01-27,2,0,1753
191,Luis Adrian Morejon,Ecuador,ECU,1712,139,1998-04-10,3,0,1782
192,Kim Tiilikainen,Finland,FIN,1711,183,2003-02-21,3,0,1711
193,Hugo Armando,United States,USA,1710,153,2008-08-18,3,0,1740
194,Gregory Carraz,France,FRA,1710,69,2004-01-19,3,0,1883
195,Dick Norman,Belgium,BEL,1707,100,1995-09-29,3,0,1837
196,Zeljko Krajan,Croatia,CRO,1705,161,2002-08-05,-3,-7,1751
197,Mike Scheidweiler,Luxembourg,LUX,1702,185,2003-02-21,2,0,1709
198,Jean Francois Bachelot,France,FRA,1701,184,2003-04-21,2,0,1707
199,Bjorn Phau,Germany,GER,1700,87,2006-01-30,2,0,1859
200,Mounir El Aarej,Morocco,MAR,1693,172,2006-03-17,2,0,1725
201,Simon Larose,Canada,CAN,1692,136,2004-06-21,2,0,1778
202,Barry Cowan,United Kingdom,GBR,1691,200,2002-10-07,2,0,1691
203,Alexey Kedryuk,Kazakhstan,KAZ,1690,128,2007-11-04,2,0,1778
204,Alexandre Simoni,Brazil,BRA,1690,143,2002-01-28,2,0,1765
205,Iztok Bozic,Slovenia,SLO,1688,189,2003-04-21,2,0,1700
206,Suwandi Suwandi,Indonesia,INA,1688,167,2000-10-13,2,0,1736
207,Ivan Miranda,Peru,PER,1684,130,2008-01-28,2,0,1780
