rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Roger Federer,Switzerland,SUI,2501,1,2003-08-11,0,2,2550
2,Rafael Nadal,Spain,ESP,2349,1,2008-06-16,0,2,2552
3,Andy Roddick,United States,USA,2158,1,2003-09-08,0,-29,2274
4,Lleyton Hewitt,Australia,AUS,2154,1,2001-10-15,0,-15,2295
5,Andre Agassi,United States,USA,2133,1,1995-03-24,0,0,2376
6,Mario Ancic,Croatia,CRO,2133,6,2006-09-11,0,0,2133
7,David Nalbandian,Argentina,ARG,2131,3,2006-05-22,0,5,2196
8,Fernando Gonzalez,Chile,CHI,2122,3,2006-10-23,0,0,2209
9,Ivan Ljubicic,Croatia,CRO,2118,3,2006-03-31,0,0,2206
10,Nikolay Davydenko,Russian Federation,RUS,2108,5,2008-04-21,0,0,2291
11,James Blake,United States,USA,2091,4,2007-01-15,0,-4,2164
12,Tomas Berdych,Czech Republic,CZE,2090,5,2007-07-09,1,4,2263
13,Tommy Haas,Germany,GER,2070,2,2002-01-28,-1,-16,2189
14,Tommy Robredo,Spain,ESP,2064,10,2006-05-22,0,-15,2107
15,David Ferrer,Spain,ESP,2060,4,2007-11-19,0,3,2348
16,Richard Gasquet,France,FRA,2057,9,2007-10-08,0,0,2196
17,Marcos Baghdatis,Cyprus,CYP,2051,9,2007-08-20,0,0,2098
18,Marat Safin,Russian Federation,RUS,2051,2,2000-09-18,1,6,2218
19,Andy Murray,United Kingdom,GBR,2047,2,2009-04-19,1,4,2500
20,Radek Stepanek,Czech Republic,CZE,2046,10,2009-11-29,-2,-1,2136
21,Nicolas Kiefer,Germany,GER,2033,5,2000-02-14,0,-1,2135
22,Novak Djokovic,Serbia,SRB,2030,1,2011-03-21,0,8,2629
23,Mikhail Youzhny,Russian Federation,RUS,2028,9,2007-06-11,1,13,2122
24,Olivier Rochus,Belgium,BEL,2022,18,2006-05-08,2,12,2035
25,Tim Henman,United Kingdom,GBR,2019,4,2002-04-12,-2,0,2165
26,Juan Carlos Ferrero,Spain,ESP,2015,3,2003-06-09,-1,0,2225
27,Dmitry Tursunov,Russian Federation,RUS,2008,20,2006-10-02,4,17,2042
28,Carlos Moya,Spain,ESP,2007,3,2002-12-06,-1,0,2190
29,Agustin Calleri,Argentina,ARG,2003,19,2003-05-19,-1,1,2043
30,Jarkko Nieminen,Finland,FIN,2003,19,2006-03-17,-1,8,2034
31,Robin Soderling,Sweden,SWE,1994,4,2011-04-03,1,10,2271
32,Jose Acasuso,Argentina,ARG,1994,24,2006-08-14,4,17,2011
33,Fernando Verdasco,Spain,ESP,1992,7,2009-05-04,-3,0,2204
34,Xavier Malisse,Belgium,BEL,1983,24,2002-03-11,-1,0,2035
35,Sebastien Grosjean,France,FRA,1980,4,2003-01-27,0,0,2133
36,Stan Wawrinka,Switzerland,SUI,1972,5,2014-02-17,-2,-9,2291
37,Nicolas Massu,Chile,CHI,1962,13,2003-10-20,0,0,2053
38,Igor Andreev,Russian Federation,RUS,1962,17,2008-09-08,0,0,2062
39,Gaston Gaudio,Argentina,ARG,1960,8,2005-07-11,0,0,2137
40,Taylor Dent,United States,USA,1947,16,2003-10-27,0,0,2040
41,Gael Monfils,France,FRA,1945,7,2010-11-28,0,0,2189
42,Florian Mayer,Germany,GER,1943,22,2011-11-14,11,13,2044
43,Jurgen Melzer,Austria,AUT,1941,12,2011-01-31,6,6,2110
44,Dominik Hrbaty,Slovakia,SVK,1938,15,2005-12-09,0,0,2085
45,Thomas Johansson,Sweden,SWE,1938,7,2002-02-15,-2,0,2136
46,Guillermo Coria,Argentina,ARG,1937,2,2004-06-07,-1,0,2229
47,Arnaud Clement,France,FRA,1937,10,2001-01-29,-1,0,2107
48,Robby Ginepri,United States,USA,1936,15,2005-09-12,-1,0,2057
49,Juan Ignacio Chela,Argentina,ARG,1935,15,2004-04-26,3,4,2049
50,Hyung Taik Lee,"Korea, Republic of",KOR,1934,38,2007-10-15,-8,-10,1964
51,Mardy Fish,United States,USA,1933,9,2011-08-21,-1,0,2169
52,Fabrice Santoro,France,FRA,1933,17,2001-08-06,-1,0,2052
53,Jiri Novak,Czech Republic,CZE,1931,6,2002-10-21,1,6,2112
