rank,name,country_name,country_id,points,bestRank,bestRankDate,rankDiff,pointsDiff,bestPoints
1,Lleyton Hewitt,Australia,AUS,2250,1,2001-10-15,0,-4,2295
2,Andre Agassi,United States,USA,2245,1,1995-03-24,0,0,2376
3,Patrick Rafter,Australia,AUS,2167,2,1997-11-17,0,0,2255
4,Tommy Haas,Germany,GER,2141,2,2002-01-28,1,0,2189
5,Roger Federer,Switzerland,SUI,2136,1,2003-08-11,-1,-6,2550
6,Albert Costa,Spain,ESP,2134,4,1998-06-08,0,0,2154
7,Marat Safin,Russian Federation,RUS,2134,2,2000-09-18,0,0,2218
8,Tim Henman,United Kingdom,GBR,2128,4,2002-04-12,0,0,2165
9,Juan Carlos Ferrero,Spain,ESP,2128,3,2003-06-09,0,0,2225
10,Gustavo Kuerten,Brazil,BRA,2116,1,2001-06-11,0,0,2281
11,Pete Sampras,United States,USA,2086,1,1992-10-02,1,0,2407
12,Gaston Gaudio,Argentina,ARG,2086,8,2005-07-11,1,0,2137
13,Sebastien Grosjean,France,FRA,2084,4,2003-01-27,1,0,2133
14,Andy Roddick,United States,USA,2075,1,2003-09-08,-3,-12,2274
15,Thomas Johansson,Sweden,SWE,2068,7,2002-02-15,0,0,2136
16,Alex Corretja,Spain,ESP,2066,3,2000-08-07,0,0,2182
17,Guillermo Canas,Argentina,ARG,2064,8,2002-08-05,0,-1,2113
18,Jiri Novak,Czech Republic,CZE,2062,6,2002-10-21,0,0,2112
19,Marcelo Rios,Chile,CHI,2061,2,1998-03-27,0,0,2241
20,Todd Martin,United States,USA,2059,2,1999-01-18,0,0,2188
21,Younes El Aynaoui,Morocco,MAR,2058,13,2002-05-06,0,0,2095
22,Thomas Enqvist,Sweden,SWE,2051,5,1998-05-04,0,0,2173
23,Carlos Moya,Spain,ESP,2049,3,2002-12-06,0,0,2190
24,Yevgeny Kafelnikov,Russian Federation,RUS,2041,2,1999-02-01,0,0,2216
25,Greg Rusedski,United Kingdom,GBR,2025,3,1998-11-30,2,3,2178
